Country,Ranking criterion,Quintile1,Metric,Variable,Value,Level 1 ,Category,Year,Calc Type,Quintile,lower,lower1
ES,jobq,3,Employment change,"Female,11_19",43558,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
ES,jobq,4,Employment change,"Female,11_19",273675,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
ES,jobq,5,Employment change,"Female,11_19",163484,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
ES,wage,1,Employment change,"Female,11_19",100888,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
ES,wage,2,Employment change,"Female,11_19",61569,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
ES,wage,3,Employment change,"Female,11_19",155419,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
ES,wage,4,Employment change,"Female,11_19",155036,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
ES,wage,5,Employment change,"Female,11_19",262795,Gender,Female,2011–2019,Job-wage,High,female,job-wage
FI,educ,1,Employment change,"Female,11_19",-6316,Gender,Female,2011–2019,Education,Low,female,education
FI,educ,2,Employment change,"Female,11_19",-25409,Gender,Female,2011–2019,Education,Mid-low,female,education
FI,educ,3,Employment change,"Female,11_19",-26494,Gender,Female,2011–2019,Education,Mid,female,education
FI,educ,4,Employment change,"Female,11_19",37299,Gender,Female,2011–2019,Education,Mid-high,female,education
FI,educ,5,Employment change,"Female,11_19",50008,Gender,Female,2011–2019,Education,High,female,education
FI,jobq,1,Employment change,"Female,11_19",3286,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
FI,jobq,2,Employment change,"Female,11_19",-12320,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
FI,jobq,3,Employment change,"Female,11_19",1964,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
FI,jobq,4,Employment change,"Female,11_19",14145,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
FI,jobq,5,Employment change,"Female,11_19",22013,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
FI,wage,1,Employment change,"Female,11_19",-25977,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
FI,wage,2,Employment change,"Female,11_19",-5470,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
FI,wage,3,Employment change,"Female,11_19",9028,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
FI,wage,4,Employment change,"Female,11_19",28786,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
FI,wage,5,Employment change,"Female,11_19",22721,Gender,Female,2011–2019,Job-wage,High,female,job-wage
FR,educ,1,Employment change,"Female,11_19",192122,Gender,Female,2011–2019,Education,Low,female,education
FR,educ,2,Employment change,"Female,11_19",-194162,Gender,Female,2011–2019,Education,Mid-low,female,education
FR,educ,3,Employment change,"Female,11_19",13078,Gender,Female,2011–2019,Education,Mid,female,education
FR,educ,4,Employment change,"Female,11_19",404225,Gender,Female,2011–2019,Education,Mid-high,female,education
FR,educ,5,Employment change,"Female,11_19",197481,Gender,Female,2011–2019,Education,High,female,education
FR,jobq,1,Employment change,"Female,11_19",66839,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
FR,jobq,2,Employment change,"Female,11_19",132386,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
FR,jobq,3,Employment change,"Female,11_19",6995,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
FR,jobq,4,Employment change,"Female,11_19",-114007,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
FR,jobq,5,Employment change,"Female,11_19",520530,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
FR,wage,1,Employment change,"Female,11_19",23995,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
FR,wage,2,Employment change,"Female,11_19",-384561,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
FR,wage,3,Employment change,"Female,11_19",140872,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
FR,wage,4,Employment change,"Female,11_19",238384,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
FR,wage,5,Employment change,"Female,11_19",594054,Gender,Female,2011–2019,Job-wage,High,female,job-wage
HR,educ,1,Employment change,"Female,11_19",-66166,Gender,Female,2011–2019,Education,Low,female,education
HR,educ,2,Employment change,"Female,11_19",14895,Gender,Female,2011–2019,Education,Mid-low,female,education
HR,educ,3,Employment change,"Female,11_19",-4070,Gender,Female,2011–2019,Education,Mid,female,education
HR,educ,4,Employment change,"Female,11_19",5419,Gender,Female,2011–2019,Education,Mid-high,female,education
HR,educ,5,Employment change,"Female,11_19",64878,Gender,Female,2011–2019,Education,High,female,education
HR,jobq,1,Employment change,"Female,11_19",-16365,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
HR,jobq,2,Employment change,"Female,11_19",-23924,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
HR,jobq,3,Employment change,"Female,11_19",452,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
HR,jobq,4,Employment change,"Female,11_19",36657,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
HR,jobq,5,Employment change,"Female,11_19",18137,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
HR,wage,1,Employment change,"Female,11_19",-66161,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
HR,wage,2,Employment change,"Female,11_19",-14052,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
HR,wage,3,Employment change,"Female,11_19",17570,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
HR,wage,4,Employment change,"Female,11_19",16397,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
HR,wage,5,Employment change,"Female,11_19",61202,Gender,Female,2011–2019,Job-wage,High,female,job-wage
HU,educ,1,Employment change,"Female,11_19",67523,Gender,Female,2011–2019,Education,Low,female,education
HU,educ,2,Employment change,"Female,11_19",43190,Gender,Female,2011–2019,Education,Mid-low,female,education
HU,educ,3,Employment change,"Female,11_19",30795,Gender,Female,2011–2019,Education,Mid,female,education
HU,educ,4,Employment change,"Female,11_19",50843,Gender,Female,2011–2019,Education,Mid-high,female,education
HU,educ,5,Employment change,"Female,11_19",64676,Gender,Female,2011–2019,Education,High,female,education
HU,jobq,1,Employment change,"Female,11_19",33240,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
HU,jobq,2,Employment change,"Female,11_19",55347,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
HU,jobq,3,Employment change,"Female,11_19",62670,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
HU,jobq,4,Employment change,"Female,11_19",45710,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
HU,jobq,5,Employment change,"Female,11_19",60059,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
HU,wage,1,Employment change,"Female,11_19",88722,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
HU,wage,2,Employment change,"Female,11_19",61451,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
HU,wage,3,Employment change,"Female,11_19",29480,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
HU,wage,4,Employment change,"Female,11_19",33236,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
HU,wage,5,Employment change,"Female,11_19",44138,Gender,Female,2011–2019,Job-wage,High,female,job-wage
IE,educ,1,Employment change,"Female,11_19",36,Gender,Female,2011–2019,Education,Low,female,education
IE,educ,2,Employment change,"Female,11_19",42526,Gender,Female,2011–2019,Education,Mid-low,female,education
IE,educ,3,Employment change,"Female,11_19",51242,Gender,Female,2011–2019,Education,Mid,female,education
IE,educ,4,Employment change,"Female,11_19",42261,Gender,Female,2011–2019,Education,Mid-high,female,education
IE,educ,5,Employment change,"Female,11_19",40560,Gender,Female,2011–2019,Education,High,female,education
IE,jobq,1,Employment change,"Female,11_19",33726,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
IE,jobq,2,Employment change,"Female,11_19",26878,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
IE,jobq,3,Employment change,"Female,11_19",38293,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
IE,jobq,4,Employment change,"Female,11_19",21855,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
IE,jobq,5,Employment change,"Female,11_19",55873,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
IE,wage,1,Employment change,"Female,11_19",42579,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
IE,wage,2,Employment change,"Female,11_19",19382,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
IE,wage,3,Employment change,"Female,11_19",31919,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
IE,wage,4,Employment change,"Female,11_19",43534,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
IE,wage,5,Employment change,"Female,11_19",39209,Gender,Female,2011–2019,Job-wage,High,female,job-wage
IT,educ,1,Employment change,"Female,11_19",-82010,Gender,Female,2011–2019,Education,Low,female,education
IT,educ,2,Employment change,"Female,11_19",47555,Gender,Female,2011–2019,Education,Mid-low,female,education
IT,educ,3,Employment change,"Female,11_19",189686,Gender,Female,2011–2019,Education,Mid,female,education
IT,educ,4,Employment change,"Female,11_19",-59344,Gender,Female,2011–2019,Education,Mid-high,female,education
IT,educ,5,Employment change,"Female,11_19",304628,Gender,Female,2011–2019,Education,High,female,education
IT,jobq,1,Employment change,"Female,11_19",39304,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
IT,jobq,2,Employment change,"Female,11_19",165090,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
IT,jobq,3,Employment change,"Female,11_19",42608,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
IT,jobq,4,Employment change,"Female,11_19",31851,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
IT,jobq,5,Employment change,"Female,11_19",121660,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
IT,wage,1,Employment change,"Female,11_19",137459,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
IT,wage,2,Employment change,"Female,11_19",77730,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
IT,wage,3,Employment change,"Female,11_19",-15886,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
IT,wage,4,Employment change,"Female,11_19",26720,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
IT,wage,5,Employment change,"Female,11_19",174491,Gender,Female,2011–2019,Job-wage,High,female,job-wage
LT,educ,1,Employment change,"Female,11_19",10104,Gender,Female,2011–2019,Education,Low,female,education
LT,educ,2,Employment change,"Female,11_19",-7170,Gender,Female,2011–2019,Education,Mid-low,female,education
LT,educ,3,Employment change,"Female,11_19",7652,Gender,Female,2011–2019,Education,Mid,female,education
LT,educ,4,Employment change,"Female,11_19",11827,Gender,Female,2011–2019,Education,Mid-high,female,education
LT,educ,5,Employment change,"Female,11_19",10655,Gender,Female,2011–2019,Education,High,female,education
LT,jobq,1,Employment change,"Female,11_19",8784,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
LT,jobq,2,Employment change,"Female,11_19",-11259,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
LT,jobq,3,Employment change,"Female,11_19",21292,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
LT,jobq,4,Employment change,"Female,11_19",-12209,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
LT,jobq,5,Employment change,"Female,11_19",26458,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
LT,wage,1,Employment change,"Female,11_19",6158,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
LT,wage,2,Employment change,"Female,11_19",10414,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
LT,wage,3,Employment change,"Female,11_19",4671,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
LT,wage,4,Employment change,"Female,11_19",-7827,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
LT,wage,5,Employment change,"Female,11_19",19651,Gender,Female,2011–2019,Job-wage,High,female,job-wage
LU,educ,1,Employment change,"Female,11_19",3359,Gender,Female,2011–2019,Education,Low,female,education
LU,educ,2,Employment change,"Female,11_19",4686,Gender,Female,2011–2019,Education,Mid-low,female,education
LU,educ,3,Employment change,"Female,11_19",5050,Gender,Female,2011–2019,Education,Mid,female,education
LU,educ,4,Employment change,"Female,11_19",4402,Gender,Female,2011–2019,Education,Mid-high,female,education
LU,educ,5,Employment change,"Female,11_19",17255,Gender,Female,2011–2019,Education,High,female,education
LU,jobq,1,Employment change,"Female,11_19",5903,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
LU,jobq,2,Employment change,"Female,11_19",3492,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
LU,jobq,3,Employment change,"Female,11_19",3803,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
LU,jobq,4,Employment change,"Female,11_19",6579,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
LU,jobq,5,Employment change,"Female,11_19",14975,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
LU,wage,1,Employment change,"Female,11_19",5040,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
LU,wage,2,Employment change,"Female,11_19",5509,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
LU,wage,3,Employment change,"Female,11_19",4599,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
LU,wage,4,Employment change,"Female,11_19",10315,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
LU,wage,5,Employment change,"Female,11_19",9289,Gender,Female,2011–2019,Job-wage,High,female,job-wage
LV,educ,1,Employment change,"Female,11_19",-9802,Gender,Female,2011–2019,Education,Low,female,education
LV,educ,2,Employment change,"Female,11_19",-1979,Gender,Female,2011–2019,Education,Mid-low,female,education
LV,educ,3,Employment change,"Female,11_19",3705,Gender,Female,2011–2019,Education,Mid,female,education
LV,educ,4,Employment change,"Female,11_19",1706,Gender,Female,2011–2019,Education,Mid-high,female,education
LV,educ,5,Employment change,"Female,11_19",10302,Gender,Female,2011–2019,Education,High,female,education
LV,jobq,1,Employment change,"Female,11_19",1751,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
LV,jobq,2,Employment change,"Female,11_19",-11607,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
LV,jobq,3,Employment change,"Female,11_19",-10270,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
LV,jobq,4,Employment change,"Female,11_19",4204,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
LV,jobq,5,Employment change,"Female,11_19",19854,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
LV,wage,1,Employment change,"Female,11_19",-3263,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
LV,wage,2,Employment change,"Female,11_19",-7594,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
LV,wage,3,Employment change,"Female,11_19",-3362,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
LV,wage,4,Employment change,"Female,11_19",-722,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
LV,wage,5,Employment change,"Female,11_19",18873,Gender,Female,2011–2019,Job-wage,High,female,job-wage
MT,educ,1,Employment change,"Female,11_19",3423,Gender,Female,2011–2019,Education,Low,female,education
MT,educ,2,Employment change,"Female,11_19",4102,Gender,Female,2011–2019,Education,Mid-low,female,education
MT,educ,3,Employment change,"Female,11_19",8501,Gender,Female,2011–2019,Education,Mid,female,education
MT,educ,4,Employment change,"Female,11_19",10650,Gender,Female,2011–2019,Education,Mid-high,female,education
MT,educ,5,Employment change,"Female,11_19",13902,Gender,Female,2011–2019,Education,High,female,education
MT,jobq,1,Employment change,"Female,11_19",4384,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
MT,jobq,2,Employment change,"Female,11_19",6041,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
MT,jobq,3,Employment change,"Female,11_19",11356,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
MT,jobq,4,Employment change,"Female,11_19",8916,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
MT,jobq,5,Employment change,"Female,11_19",9880,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
MT,wage,1,Employment change,"Female,11_19",6341,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
MT,wage,2,Employment change,"Female,11_19",7114,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
MT,wage,3,Employment change,"Female,11_19",4734,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
MT,wage,4,Employment change,"Female,11_19",9336,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
MT,wage,5,Employment change,"Female,11_19",13052,Gender,Female,2011–2019,Job-wage,High,female,job-wage
NL,educ,1,Employment change,"Female,11_19",73015,Gender,Female,2011–2019,Education,Low,female,education
NL,educ,2,Employment change,"Female,11_19",-86589,Gender,Female,2011–2019,Education,Mid-low,female,education
NL,educ,3,Employment change,"Female,11_19",-56587,Gender,Female,2011–2019,Education,Mid,female,education
NL,educ,4,Employment change,"Female,11_19",177217,Gender,Female,2011–2019,Education,Mid-high,female,education
NL,educ,5,Employment change,"Female,11_19",220918,Gender,Female,2011–2019,Education,High,female,education
NL,jobq,1,Employment change,"Female,11_19",63488,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
NL,jobq,2,Employment change,"Female,11_19",-153234,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
NL,jobq,3,Employment change,"Female,11_19",205084,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
NL,jobq,4,Employment change,"Female,11_19",20935,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
NL,jobq,5,Employment change,"Female,11_19",191700,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
NL,wage,1,Employment change,"Female,11_19",78386,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
NL,wage,2,Employment change,"Female,11_19",-52338,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
NL,wage,3,Employment change,"Female,11_19",34613,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
NL,wage,4,Employment change,"Female,11_19",77096,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
NL,wage,5,Employment change,"Female,11_19",190216,Gender,Female,2011–2019,Job-wage,High,female,job-wage
PL,educ,1,Employment change,"Female,11_19",-119017,Gender,Female,2011–2019,Education,Low,female,education
PL,educ,2,Employment change,"Female,11_19",-78617,Gender,Female,2011–2019,Education,Mid-low,female,education
PL,educ,3,Employment change,"Female,11_19",42555,Gender,Female,2011–2019,Education,Mid,female,education
PL,educ,4,Employment change,"Female,11_19",201030,Gender,Female,2011–2019,Education,Mid-high,female,education
PL,educ,5,Employment change,"Female,11_19",548846,Gender,Female,2011–2019,Education,High,female,education
PL,jobq,1,Employment change,"Female,11_19",-45459,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
PL,jobq,2,Employment change,"Female,11_19",-109738,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
PL,jobq,3,Employment change,"Female,11_19",6819,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
PL,jobq,4,Employment change,"Female,11_19",388451,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
PL,jobq,5,Employment change,"Female,11_19",354724,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
PL,wage,1,Employment change,"Female,11_19",-175692,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
PL,wage,2,Employment change,"Female,11_19",-53075,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
PL,wage,3,Employment change,"Female,11_19",139806,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
PL,wage,4,Employment change,"Female,11_19",234002,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
PL,wage,5,Employment change,"Female,11_19",449756,Gender,Female,2011–2019,Job-wage,High,female,job-wage
PT,educ,1,Employment change,"Female,11_19",-115357,Gender,Female,2011–2019,Education,Low,female,education
PT,educ,2,Employment change,"Female,11_19",-28208,Gender,Female,2011–2019,Education,Mid-low,female,education
PT,educ,3,Employment change,"Female,11_19",49797,Gender,Female,2011–2019,Education,Mid,female,education
PT,educ,4,Employment change,"Female,11_19",46302,Gender,Female,2011–2019,Education,Mid-high,female,education
PT,educ,5,Employment change,"Female,11_19",207333,Gender,Female,2011–2019,Education,High,female,education
PT,jobq,1,Employment change,"Female,11_19",-50408,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
PT,jobq,2,Employment change,"Female,11_19",3545,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
PT,jobq,3,Employment change,"Female,11_19",31578,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
PT,jobq,4,Employment change,"Female,11_19",52889,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
PT,jobq,5,Employment change,"Female,11_19",122264,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
PT,wage,1,Employment change,"Female,11_19",-45281,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
PT,wage,2,Employment change,"Female,11_19",-43728,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
PT,wage,3,Employment change,"Female,11_19",3017,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
PT,wage,4,Employment change,"Female,11_19",102759,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
PT,wage,5,Employment change,"Female,11_19",143102,Gender,Female,2011–2019,Job-wage,High,female,job-wage
RO,educ,1,Employment change,"Female,11_19",-245668,Gender,Female,2011–2019,Education,Low,female,education
RO,educ,2,Employment change,"Female,11_19",-34444,Gender,Female,2011–2019,Education,Mid-low,female,education
RO,educ,3,Employment change,"Female,11_19",36975,Gender,Female,2011–2019,Education,Mid,female,education
RO,educ,4,Employment change,"Female,11_19",166002,Gender,Female,2011–2019,Education,Mid-high,female,education
RO,educ,5,Employment change,"Female,11_19",75007,Gender,Female,2011–2019,Education,High,female,education
RO,jobq,1,Employment change,"Female,11_19",3336,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
RO,jobq,2,Employment change,"Female,11_19",-53895,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
RO,jobq,3,Employment change,"Female,11_19",-98738,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
RO,jobq,4,Employment change,"Female,11_19",87283,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
RO,jobq,5,Employment change,"Female,11_19",59886,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
RO,wage,1,Employment change,"Female,11_19",-195209,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
RO,wage,2,Employment change,"Female,11_19",33293,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
RO,wage,3,Employment change,"Female,11_19",87814,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
RO,wage,4,Employment change,"Female,11_19",-31364,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
RO,wage,5,Employment change,"Female,11_19",103337,Gender,Female,2011–2019,Job-wage,High,female,job-wage
SE,educ,1,Employment change,"Female,11_19",-42131,Gender,Female,2011–2019,Education,Low,female,education
SE,educ,2,Employment change,"Female,11_19",-55972,Gender,Female,2011–2019,Education,Mid-low,female,education
SE,educ,3,Employment change,"Female,11_19",13650,Gender,Female,2011–2019,Education,Mid,female,education
SE,educ,4,Employment change,"Female,11_19",119138,Gender,Female,2011–2019,Education,Mid-high,female,education
SE,educ,5,Employment change,"Female,11_19",179757,Gender,Female,2011–2019,Education,High,female,education
SE,jobq,1,Employment change,"Female,11_19",-31756,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
SE,jobq,2,Employment change,"Female,11_19",-75116,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
SE,jobq,3,Employment change,"Female,11_19",75187,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
SE,jobq,4,Employment change,"Female,11_19",93990,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
SE,jobq,5,Employment change,"Female,11_19",152136,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
SE,wage,1,Employment change,"Female,11_19",-64163,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
SE,wage,2,Employment change,"Female,11_19",-24495,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
SE,wage,3,Employment change,"Female,11_19",46291,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
SE,wage,4,Employment change,"Female,11_19",124235,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
SE,wage,5,Employment change,"Female,11_19",132573,Gender,Female,2011–2019,Job-wage,High,female,job-wage
SI,educ,1,Employment change,"Female,11_19",-6118,Gender,Female,2011–2019,Education,Low,female,education
SI,educ,2,Employment change,"Female,11_19",9077,Gender,Female,2011–2019,Education,Mid-low,female,education
SI,educ,3,Employment change,"Female,11_19",7417,Gender,Female,2011–2019,Education,Mid,female,education
SI,educ,4,Employment change,"Female,11_19",46,Gender,Female,2011–2019,Education,Mid-high,female,education
SI,educ,5,Employment change,"Female,11_19",15133,Gender,Female,2011–2019,Education,High,female,education
SI,jobq,1,Employment change,"Female,11_19",-145,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
SI,jobq,2,Employment change,"Female,11_19",-391,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
SI,jobq,3,Employment change,"Female,11_19",14453,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
SI,jobq,4,Employment change,"Female,11_19",2154,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
SI,jobq,5,Employment change,"Female,11_19",9484,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
SI,wage,1,Employment change,"Female,11_19",-5722,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
SI,wage,2,Employment change,"Female,11_19",12212,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
SI,wage,3,Employment change,"Female,11_19",4706,Gender,Female,2011–2019,Job-wage,Mid,female,job-wage
SI,wage,4,Employment change,"Female,11_19",2880,Gender,Female,2011–2019,Job-wage,Mid-high,female,job-wage
SI,wage,5,Employment change,"Female,11_19",11479,Gender,Female,2011–2019,Job-wage,High,female,job-wage
SK,educ,1,Employment change,"Female,11_19",508,Gender,Female,2011–2019,Education,Low,female,education
SK,educ,2,Employment change,"Female,11_19",18547,Gender,Female,2011–2019,Education,Mid-low,female,education
SK,educ,3,Employment change,"Female,11_19",54631,Gender,Female,2011–2019,Education,Mid,female,education
SK,educ,4,Employment change,"Female,11_19",24727,Gender,Female,2011–2019,Education,Mid-high,female,education
SK,educ,5,Employment change,"Female,11_19",32377,Gender,Female,2011–2019,Education,High,female,education
SK,jobq,1,Employment change,"Female,11_19",14630,Gender,Female,2011–2019,Broad job quality,Low,female,broad job quality
SK,jobq,2,Employment change,"Female,11_19",38059,Gender,Female,2011–2019,Broad job quality,Mid-low,female,broad job quality
SK,jobq,3,Employment change,"Female,11_19",23026,Gender,Female,2011–2019,Broad job quality,Mid,female,broad job quality
SK,jobq,4,Employment change,"Female,11_19",34327,Gender,Female,2011–2019,Broad job quality,Mid-high,female,broad job quality
SK,jobq,5,Employment change,"Female,11_19",20749,Gender,Female,2011–2019,Broad job quality,High,female,broad job quality
SK,wage,1,Employment change,"Female,11_19",48283,Gender,Female,2011–2019,Job-wage,Low,female,job-wage
SK,wage,2,Employment change,"Female,11_19",27063,Gender,Female,2011–2019,Job-wage,Mid-low,female,job-wage
