Topic,Indicator name,Top category,Country Name,Country Code,Category,Value,Count
Affordability,Housing cost burden (30-40% of income),Education level,Sweden,SE,Primary education,0.379220933,697
Affordability,Housing cost burden (30-40% of income),Education level,Sweden,SE,Lower secondary,0.265593678,2901
Affordability,Housing cost burden (30-40% of income),Education level,Sweden,SE,Upper secondary,0.197683513,5905
Affordability,Housing cost burden (30-40% of income),Education level,Sweden,SE,"Post-secondary, non tertiary",0.247953191,1288
Affordability,Housing cost burden (30-40% of income),Education level,Sweden,SE,Tertiary education,0.179913983,6674
Affordability,Housing cost burden (30-40% of income),Education level,Slovenia,SI,Lower secondary,0.124221459,3790
Affordability,Housing cost burden (30-40% of income),Education level,Slovenia,SI,Upper secondary,0.071590543,10125
Affordability,Housing cost burden (30-40% of income),Education level,Slovenia,SI,Tertiary education,0.035669129,5833
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,None or Pre-primary,0.033121776,30
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,Primary education,0.14952004,36
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,Lower secondary,0.147270039,1517
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,Upper secondary,0.098156005,7462
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,"Post-secondary, non tertiary",0.111020297,197
Affordability,Housing cost burden (30-40% of income),Education level,Slovakia,SK,Tertiary education,0.074079931,2605
Affordability,Housing cost burden (30-40% of income),Income quintile,Austria,AT,1,0.336290389,3121
Affordability,Housing cost burden (30-40% of income),Income quintile,Austria,AT,2,0.050930578,3120
Affordability,Housing cost burden (30-40% of income),Income quintile,Austria,AT,3,0,3121
Affordability,Housing cost burden (30-40% of income),Income quintile,Austria,AT,4,0,3120
Affordability,Housing cost burden (30-40% of income),Income quintile,Belgium,BE,1,0.434929788,3563
Affordability,Housing cost burden (30-40% of income),Income quintile,Belgium,BE,2,0.113666773,3563
Affordability,Housing cost burden (30-40% of income),Income quintile,Belgium,BE,3,0,3561
Affordability,Housing cost burden (30-40% of income),Income quintile,Belgium,BE,4,0,3560
Affordability,Housing cost burden (30-40% of income),Income quintile,Bulgaria,BG,1,0.575572014,4519
Affordability,Housing cost burden (30-40% of income),Income quintile,Bulgaria,BG,2,0.157841668,4522
Affordability,Housing cost burden (30-40% of income),Income quintile,Bulgaria,BG,3,0,4516
Affordability,Housing cost burden (30-40% of income),Income quintile,Bulgaria,BG,4,0,4517
Affordability,Housing cost burden (30-40% of income),Income quintile,Cyprus,CY,1,0.136915132,2689
Affordability,Housing cost burden (30-40% of income),Income quintile,Cyprus,CY,2,0.041199569,2687
Affordability,Housing cost burden (30-40% of income),Income quintile,Cyprus,CY,3,0,2690
Affordability,Housing cost burden (30-40% of income),Income quintile,Cyprus,CY,4,0,2684
Affordability,Housing cost burden (30-40% of income),Income quintile,Czechia,CZ,1,0.514581203,4463
Affordability,Housing cost burden (30-40% of income),Income quintile,Czechia,CZ,2,0.126539946,4460
Affordability,Housing cost burden (30-40% of income),Income quintile,Czechia,CZ,3,0,4461
Affordability,Housing cost burden (30-40% of income),Income quintile,Czechia,CZ,4,0,4460
Affordability,Housing cost burden (30-40% of income),Income quintile,Germany,DE,1,0.507331014,18346
Affordability,Housing cost burden (30-40% of income),Income quintile,Germany,DE,2,0.172837079,18341
Affordability,Housing cost burden (30-40% of income),Income quintile,Germany,DE,3,0,18342
Affordability,Housing cost burden (30-40% of income),Income quintile,Germany,DE,4,0,18342
Affordability,Housing cost burden (30-40% of income),Income quintile,Denmark,DK,1,0.679165781,2953
Affordability,Housing cost burden (30-40% of income),Income quintile,Denmark,DK,2,0.194563657,2953
Affordability,Housing cost burden (30-40% of income),Income quintile,Denmark,DK,3,0,2953
Affordability,Housing cost burden (30-40% of income),Income quintile,Denmark,DK,4,0,2953
Affordability,Housing cost burden (30-40% of income),Income quintile,Estonia,EE,1,0.380962998,3163
Affordability,Housing cost burden (30-40% of income),Income quintile,Estonia,EE,2,0.051934067,3163
Affordability,Housing cost burden (30-40% of income),Income quintile,Estonia,EE,3,0,3163
Affordability,Housing cost burden (30-40% of income),Income quintile,Estonia,EE,4,0,3162
Affordability,Housing cost burden (30-40% of income),Income quintile,Greece,EL,1,0.970026553,5754
Affordability,Housing cost burden (30-40% of income),Income quintile,Greece,EL,2,0.423468024,5714
Affordability,Housing cost burden (30-40% of income),Income quintile,Greece,EL,3,0,5740
Affordability,Housing cost burden (30-40% of income),Income quintile,Greece,EL,4,0,5728
Affordability,Housing cost burden (30-40% of income),Income quintile,Spain,ES,1,0.381128758,16813
Affordability,Housing cost burden (30-40% of income),Income quintile,Spain,ES,2,0.07592456,16812
Affordability,Housing cost burden (30-40% of income),Income quintile,Spain,ES,3,0,16808
Affordability,Housing cost burden (30-40% of income),Income quintile,Spain,ES,4,0,16809
Affordability,Housing cost burden (30-40% of income),Income quintile,Finland,FI,1,0.262602806,5258
Affordability,Housing cost burden (30-40% of income),Income quintile,Finland,FI,2,0.072639383,5255
Affordability,Housing cost burden (30-40% of income),Income quintile,Finland,FI,3,0,5256
Affordability,Housing cost burden (30-40% of income),Income quintile,Finland,FI,4,0,5255
Affordability,Housing cost burden (30-40% of income),Income quintile,France,FR,1,0.365290046,9451
Affordability,Housing cost burden (30-40% of income),Income quintile,France,FR,2,0.125354126,9462
Affordability,Housing cost burden (30-40% of income),Income quintile,France,FR,3,0,9429
Affordability,Housing cost burden (30-40% of income),Income quintile,France,FR,4,0,9436
Affordability,Housing cost burden (30-40% of income),Income quintile,Croatia,HR,1,0.35182637,5085
Affordability,Housing cost burden (30-40% of income),Income quintile,Croatia,HR,2,0.028469816,5085
Affordability,Housing cost burden (30-40% of income),Income quintile,Croatia,HR,3,0,5085
Affordability,Housing cost burden (30-40% of income),Income quintile,Croatia,HR,4,0,5083
Affordability,Housing cost burden (30-40% of income),Income quintile,Hungary,HU,1,0.411175847,4614
Affordability,Housing cost burden (30-40% of income),Income quintile,Hungary,HU,2,0.08116512,4614
Affordability,Housing cost burden (30-40% of income),Income quintile,Hungary,HU,3,0,4610
Affordability,Housing cost burden (30-40% of income),Income quintile,Hungary,HU,4,0,4610
Affordability,Housing cost burden (30-40% of income),Income quintile,Ireland,IE,1,0.227964908,2551
Affordability,Housing cost burden (30-40% of income),Income quintile,Ireland,IE,2,0.0393278,2549
Affordability,Housing cost burden (30-40% of income),Income quintile,Ireland,IE,3,0,2554
Affordability,Housing cost burden (30-40% of income),Income quintile,Ireland,IE,4,0,2545
Affordability,Housing cost burden (30-40% of income),Income quintile,Italy,IT,1,0.271496743,14829
Affordability,Housing cost burden (30-40% of income),Income quintile,Italy,IT,2,0.053726949,14827
Affordability,Housing cost burden (30-40% of income),Income quintile,Italy,IT,3,0,14827
Affordability,Housing cost burden (30-40% of income),Income quintile,Italy,IT,4,0,14827
Affordability,Housing cost burden (30-40% of income),Income quintile,Lithuania,LT,1,0.292686939,3116
Affordability,Housing cost burden (30-40% of income),Income quintile,Lithuania,LT,2,0.039164547,3115
Affordability,Housing cost burden (30-40% of income),Income quintile,Lithuania,LT,3,0,3118
Affordability,Housing cost burden (30-40% of income),Income quintile,Lithuania,LT,4,0,3112
Affordability,Housing cost burden (30-40% of income),Income quintile,Luxembourg,LU,1,0.736488938,2477
Affordability,Housing cost burden (30-40% of income),Income quintile,Luxembourg,LU,2,0.270319343,2476
Affordability,Housing cost burden (30-40% of income),Income quintile,Luxembourg,LU,3,0,2478
Affordability,Housing cost burden (30-40% of income),Income quintile,Luxembourg,LU,4,0,2475
Affordability,Housing cost burden (30-40% of income),Income quintile,Latvia,LV,1,0.428818345,3066
Affordability,Housing cost burden (30-40% of income),Income quintile,Latvia,LV,2,0.101298183,3060
Affordability,Housing cost burden (30-40% of income),Income quintile,Latvia,LV,3,0,3063
Affordability,Housing cost burden (30-40% of income),Income quintile,Latvia,LV,4,0,3063
Affordability,Housing cost burden (30-40% of income),Income quintile,Malta,MT,1,0.254775435,2749
Affordability,Housing cost burden (30-40% of income),Income quintile,Malta,MT,2,0.047325723,2752
Affordability,Housing cost burden (30-40% of income),Income quintile,Malta,MT,3,0,2747
Affordability,Housing cost burden (30-40% of income),Income quintile,Malta,MT,4,0,2745
Affordability,Housing cost burden (30-40% of income),Income quintile,Netherlands,NL,1,0.477663547,6644
Affordability,Housing cost burden (30-40% of income),Income quintile,Netherlands,NL,2,0.144047692,6644
Affordability,Housing cost burden (30-40% of income),Income quintile,Netherlands,NL,3,0,6644
Affordability,Housing cost burden (30-40% of income),Income quintile,Netherlands,NL,4,0,6644
Affordability,Housing cost burden (30-40% of income),Income quintile,Poland,PL,1,0.422080278,10901
Affordability,Housing cost burden (30-40% of income),Income quintile,Poland,PL,2,0.106376223,10904
Affordability,Housing cost burden (30-40% of income),Income quintile,Poland,PL,3,0,10899
Affordability,Housing cost burden (30-40% of income),Income quintile,Poland,PL,4,0,10899
Affordability,Housing cost burden (30-40% of income),Income quintile,Portugal,PT,1,0.24656117,8412
Affordability,Housing cost burden (30-40% of income),Income quintile,Portugal,PT,2,0.048048828,8411
Affordability,Housing cost burden (30-40% of income),Income quintile,Portugal,PT,3,0,8407
Affordability,Housing cost burden (30-40% of income),Income quintile,Portugal,PT,4,0,8409
Affordability,Housing cost burden (30-40% of income),Income quintile,Romania,RO,1,0.324914038,4179
Affordability,Housing cost burden (30-40% of income),Income quintile,Romania,RO,2,0.073382944,4179
Affordability,Housing cost burden (30-40% of income),Income quintile,Romania,RO,3,0,4180
Affordability,Housing cost burden (30-40% of income),Income quintile,Romania,RO,4,0,4178
Affordability,Housing cost burden (30-40% of income),Income quintile,Sweden,SE,1,0.510003984,5480
Affordability,Housing cost burden (30-40% of income),Income quintile,Sweden,SE,2,0.112344973,5505
Affordability,Housing cost burden (30-40% of income),Income quintile,Sweden,SE,3,0,5500
Affordability,Housing cost burden (30-40% of income),Income quintile,Sweden,SE,4,0,5490
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovenia,SI,1,0.221418679,5829
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovenia,SI,2,0.024715453,5809
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovenia,SI,3,0,5819
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovenia,SI,4,0,5816
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovakia,SK,1,0.377758652,3413
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovakia,SK,2,0.064053446,3412
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovakia,SK,3,0,3413
Affordability,Housing cost burden (30-40% of income),Income quintile,Slovakia,SK,4,0,3409
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Austria,AT,Non AROPE,0.036150873,10591
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Austria,AT,AROPE,0.434376001,1891
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Belgium,BE,Non AROPE,0.057086192,11363
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Belgium,BE,AROPE,0.44895792,2884
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Bulgaria,BG,Non AROPE,0.064080127,12750
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Bulgaria,BG,AROPE,0.473302633,5324
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Cyprus,CY,Non AROPE,0.020772785,8872
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Cyprus,CY,AROPE,0.156505957,1878
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Czechia,CZ,Non AROPE,0.082397439,15716
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Czechia,CZ,AROPE,0.619380057,2128
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Germany,DE,Non AROPE,0.099708535,59398
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Germany,DE,AROPE,0.475294977,13973
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Denmark,DK,Non AROPE,0.115971409,10043
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Denmark,DK,AROPE,0.739181697,1769
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Estonia,EE,Non AROPE,0.017471673,9744
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Estonia,EE,AROPE,0.396517307,2907
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Greece,EL,Non AROPE,0.165540859,17047
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Greece,EL,AROPE,0.84628427,5889
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Spain,ES,Non AROPE,0.033438545,50616
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Spain,ES,AROPE,0.367842704,16626
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Finland,FI,Non AROPE,0.074454084,19024
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Finland,FI,AROPE,0.349480838,2000
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,France,FR,Non AROPE,0.068802148,31502
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,France,FR,AROPE,0.404518157,6276
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Croatia,HR,Non AROPE,0.008136389,15028
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Croatia,HR,AROPE,0.336694837,5310
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Hungary,HU,Non AROPE,0.039520867,14389
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Hungary,HU,AROPE,0.388397396,4059
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Ireland,IE,Non AROPE,0.033194959,8544
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Ireland,IE,AROPE,0.250637025,1655
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Italy,IT,Non AROPE,0.02630092,46153
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Italy,IT,AROPE,0.287014544,13157
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Lithuania,LT,Non AROPE,0.018861538,9686
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Lithuania,LT,AROPE,0.290828586,2775
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Luxembourg,LU,Non AROPE,0.170477286,8271
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Luxembourg,LU,AROPE,0.779902041,1635
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Latvia,LV,Non AROPE,0.03856596,9195
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Latvia,LV,AROPE,0.418166041,3057
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Malta,MT,Non AROPE,0.023012845,8891
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Malta,MT,AROPE,0.284470171,2102
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Netherlands,NL,Non AROPE,0.072229452,22829
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Netherlands,NL,AROPE,0.555557907,3747
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Poland,PL,Non AROPE,0.048784547,35568
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Poland,PL,AROPE,0.462541491,8035
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Portugal,PT,Non AROPE,0.018159943,25950
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Portugal,PT,AROPE,0.263949484,7689
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Romania,RO,Non AROPE,0.028394738,12055
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Romania,RO,AROPE,0.29682222,4661
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Sweden,SE,Non AROPE,0.118968524,19390
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Sweden,SE,AROPE,0.609737694,2585
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Slovenia,SI,Non AROPE,0.023427136,20643
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Slovenia,SI,AROPE,0.335938156,2630
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Slovakia,SK,Non AROPE,0.033308513,10875
Affordability,Housing cost burden (30-40% of income),At risk of poverty or social exclusion,Slovakia,SK,AROPE,0.42307362,2772
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Employed,0.071348667,5440
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Unemployed,0.310002297,323
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Retired,0.128909633,3519
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Unable to work due to health problems,0.240243673,132
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,"Student, pupil",0.150725424,554
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Fulfilling domestic tasks,0.146651536,394
Affordability,Housing cost burden (30-40% of income),Economic status,Austria,AT,Other,0.068241999,131
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Employed,0.064581521,5412
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Unemployed,0.34439674,358
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Retired,0.20036079,3526
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Unable to work due to health problems,0.288896322,590
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,"Student, pupil",0.079763226,1036
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Fulfilling domestic tasks,0.293813378,460
Affordability,Housing cost burden (30-40% of income),Economic status,Belgium,BE,Other,0.414795965,233
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Employed,0.109359883,7647
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Unemployed,0.408306152,946
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Retired,0.267970204,5845
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Unable to work due to health problems,0.267702937,429
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,"Student, pupil",0.179353192,690
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Fulfilling domestic tasks,0.289478272,297
Affordability,Housing cost burden (30-40% of income),Economic status,Bulgaria,BG,Other,0.25904882,175
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Employed,0.038417283,4616
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Unemployed,0.123938903,315
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Retired,0.02488067,2579
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Unable to work due to health problems,0.080337323,196
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,"Student, pupil",0.02991214,669
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Fulfilling domestic tasks,0.071503818,511
Affordability,Housing cost burden (30-40% of income),Economic status,Cyprus,CY,Other,0.093305357,98
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Employed,0.07635729,7299
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Unemployed,0.351749003,266
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Retired,0.244739056,5823
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Unable to work due to health problems,0.328354418,377
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,"Student, pupil",0.147230521,909
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Fulfilling domestic tasks,0.226853818,472
Affordability,Housing cost burden (30-40% of income),Economic status,Czechia,CZ,Other,0.315364331,34
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Employed,0.124317579,32508
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Unemployed,0.210979402,1683
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Retired,0.241318733,16984
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Unable to work due to health problems,0.268700629,1313
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,"Student, pupil",0.289466977,3563
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Fulfilling domestic tasks,0.203742012,3169
Affordability,Housing cost burden (30-40% of income),Economic status,Germany,DE,Other,0.248355508,3400
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Employed,0.119158983,4721
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Unemployed,0.486817151,284
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Retired,0.334896982,3603
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Unable to work due to health problems,0.424797058,438
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,"Student, pupil",0.47062701,820
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Fulfilling domestic tasks,0.38719517,91
Affordability,Housing cost burden (30-40% of income),Economic status,Denmark,DK,Other,0.417644471,312
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Employed,0.071445271,5305
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Unemployed,0.225427032,331
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Retired,0.186333284,2537
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Unable to work due to health problems,0.213403165,320
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,"Student, pupil",0.130293339,736
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Fulfilling domestic tasks,0.151934311,297
Affordability,Housing cost burden (30-40% of income),Economic status,Estonia,EE,Other,0.081493467,50
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Employed,0.224220261,7991
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Unemployed,0.614002943,1331
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Retired,0.273361444,6454
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Unable to work due to health problems,0.516840398,198
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,"Student, pupil",0.463354558,1254
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Fulfilling domestic tasks,0.577245712,2538
Affordability,Housing cost burden (30-40% of income),Economic status,Greece,EL,Other,0.500584066,411
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Employed,0.096275546,28464
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Unemployed,0.222217783,5291
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Retired,0.068194695,10928
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Unable to work due to health problems,0.110251136,1676
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,"Student, pupil",0.113958575,4988
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Fulfilling domestic tasks,0.151547417,4449
Affordability,Housing cost burden (30-40% of income),Economic status,Spain,ES,Other,0.224973857,656
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Employed,0.088680908,9715
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Unemployed,0.297399849,534
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Retired,0.126896769,4272
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Unable to work due to health problems,0.181290746,207
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,"Student, pupil",0.238201618,1908
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Fulfilling domestic tasks,0.082724817,212
Affordability,Housing cost burden (30-40% of income),Economic status,Finland,FI,Other,0.193949118,246
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Employed,0.107537314,15020
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Unemployed,0.255427688,1600
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Retired,0.143805385,10182
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Unable to work due to health problems,0.21289286,571
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,"Student, pupil",0.169184685,2424
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Fulfilling domestic tasks,0.212672725,678
Affordability,Housing cost burden (30-40% of income),Economic status,France,FR,Other,0.28194508,413
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Employed,0.023719175,7274
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Unemployed,0.202715129,1114
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Retired,0.13432011,7330
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Unable to work due to health problems,0.20728901,319
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,"Student, pupil",0.044940073,1162
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Fulfilling domestic tasks,0.176803768,816
Affordability,Housing cost burden (30-40% of income),Economic status,Croatia,HR,Other,0.216427892,61
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Employed,0.073461056,7490
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Unemployed,0.211035416,611
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Retired,0.128291264,5701
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Unable to work due to health problems,0.212091908,447
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,"Student, pupil",0.101108581,905
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Fulfilling domestic tasks,0.173189551,479
Affordability,Housing cost burden (30-40% of income),Economic status,Hungary,HU,Other,0.084833451,66
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Employed,0.063566133,4294
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Unemployed,0.273500651,191
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Retired,0.026259357,2105
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Unable to work due to health problems,0.078824274,367
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,"Student, pupil",0.048036292,691
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Fulfilling domestic tasks,0.097410262,470
Affordability,Housing cost burden (30-40% of income),Economic status,Ireland,IE,Other,0.11544349,56
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Employed,0.070371382,23639
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Unemployed,0.209962502,2231
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Retired,0.059840694,15283
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Unable to work due to health problems,0.07382866,1030
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,"Student, pupil",0.089544438,3358
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Fulfilling domestic tasks,0.140524417,5499
Affordability,Housing cost burden (30-40% of income),Economic status,Italy,IT,Other,0.212877437,1198
Affordability,Housing cost burden (30-40% of income),Economic status,Lithuania,LT,Employed,0.043648474,5464
Affordability,Housing cost burden (30-40% of income),Economic status,Lithuania,LT,Unemployed,0.23139748,561
Affordability,Housing cost burden (30-40% of income),Economic status,Lithuania,LT,Retired,0.135323778,3710
