Title,Country,Year,Breakdown,Value,Flag,ID,Source,Notes
Child Poverty,Austria,2010,Total,19,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2010,Total,18.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2010,Total,26.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2010,Total,19.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2010,Total,12.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2010,Total,14.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2010,Total,10.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2010,Total,17.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2010,Total,21.1,e,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2010,Total,11.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2010,Total,18.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2010,Total,17.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2010,Total,23,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2010,Total,20.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2010,Total,18.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2010,Total,25.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2010,Total,26.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2010,Total,24.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2010,Total,21.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2010,Total,22.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2010,Total,13.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2010,Total,22.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2010,Total,22.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2010,Total,32.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2010,Total,18.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2010,Total,12.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Spain,2010,Total,29.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Sweden,2010,Total,17.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2011,Total,17.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2011,Total,18.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2011,Total,28.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2011,Total,21.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2011,Total,12.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2011,Total,15.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2011,Total,10.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2011,Total,19.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2011,Total,21.1,e,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2011,Total,11.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2011,Total,18.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2011,Total,15.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2011,Total,23.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2011,Total,23.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2011,Total,17.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2011,Total,25.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2011,Total,24.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2011,Total,25.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2011,Total,20.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2011,Total,23,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2011,Total,15.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2011,Total,22,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2011,Total,22.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2011,Total,33,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2011,Total,21.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2011,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Spain,2011,Total,27.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Sweden,2011,Total,17.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2012,Total,17.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2012,Total,17.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2012,Total,28.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2012,Total,23.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2012,Total,13.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2012,Total,13.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2012,Total,10.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2012,Total,17,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2012,Total,21,e,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2012,Total,11.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2012,Total,19,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2012,Total,15.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2012,Total,26.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2012,Total,22.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2012,Total,18.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2012,Total,26.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2012,Total,24.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2012,Total,20.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2012,Total,22.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2012,Total,23.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2012,Total,13.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2012,Total,21.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2012,Total,21.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2012,Total,33.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2012,Total,21.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2012,Total,13.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Spain,2012,Total,27.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Sweden,2012,Total,17.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2013,Total,18.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2013,Total,17.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2013,Total,28.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2013,Total,21.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2013,Total,15.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2013,Total,11.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2013,Total,9.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2013,Total,18.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2013,Total,20.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2013,Total,9.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2013,Total,17.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2013,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2013,Total,28.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2013,Total,23.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2013,Total,18.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2013,Total,25.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2013,Total,23.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2013,Total,26.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2013,Total,23.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2013,Total,24.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2013,Total,12.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2013,Total,23.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2013,Total,24.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2013,Total,34.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2013,Total,20.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2013,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Spain,2013,Total,27.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Sweden,2013,Total,19,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2014,Total,18.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2014,Total,18.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2014,Total,31.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2014,Total,21.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2014,Total,12.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2014,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2014,Total,9.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2014,Total,19.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2014,Total,21.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2014,Total,10.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2014,Total,17.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2014,Total,15.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2014,Total,25.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2014,Total,25,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2014,Total,18.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2014,Total,25.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2014,Total,24.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2014,Total,23.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2014,Total,25.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2014,Total,24.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2014,Total,13.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2014,Total,22.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2014,Total,25.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2014,Total,39.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2014,Total,19.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2014,Total,14.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Spain,2014,Total,30.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Sweden,2014,Total,18.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2015,Total,22.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Austria,2015,Total,24.3,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Austria,2015,Total,50.8,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Austria,2015,Total,42.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Austria,2015,Total,7.4,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Austria,2015,Total,20.5,,Relative child poverty gap,Eurostat,
Child Poverty,Austria,2015,Total,17.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Austria,2015,Total,3.7,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Belgium,2015,Total,24.1,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Belgium,2015,Total,34.3,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Belgium,2015,Total,40.6,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Belgium,2015,Total,48.5,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Belgium,2015,Total,13.7,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Belgium,2015,Total,18,,Relative child poverty gap,Eurostat,
Child Poverty,Belgium,2015,Total,18,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Belgium,2015,Total,9.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Bulgaria,2015,Total,47.5,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2015,Total,10.5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2015,Total,0.4,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2015,Total,15.9,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2015,Total,14.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Bulgaria,2015,Total,37.8,,Relative child poverty gap,Eurostat,
Child Poverty,Bulgaria,2015,Total,25.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2015,Total,41.7,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Croatia,2015,Total,25.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2015,Total,5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2015,Total,25.1,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2015,Total,36.2,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2015,Total,12.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Croatia,2015,Total,26.8,,Relative child poverty gap,Eurostat,
Child Poverty,Croatia,2015,Total,20.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2015,Total,8.1,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Cyprus,2015,Total,22.9,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2015,Total,13,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2015,Total,26.3,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2015,Total,28.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2015,Total,9.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Cyprus,2015,Total,22.2,,Relative child poverty gap,Eurostat,
Child Poverty,Cyprus,2015,Total,16.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2015,Total,10.4,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Czechia,2015,Total,17.8,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2015,Total,29.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2015,Total,2.7,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2015,Total,22.2,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2015,Total,8.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Czechia,2015,Total,24.9,,Relative child poverty gap,Eurostat,
Child Poverty,Czechia,2015,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2015,Total,6.4,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Denmark,2015,Total,16.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2015,Total,46.7,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2015,Total,32.5,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2015,Total,44.2,u,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2015,Total,7.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Denmark,2015,Total,25.1,,Relative child poverty gap,Eurostat,
Child Poverty,Denmark,2015,Total,10.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2015,Total,3.4,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Estonia,2015,Total,22.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2015,Total,21,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2015,Total,9.3,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2015,Total,29.9,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2015,Total,5.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Estonia,2015,Total,31,,Relative child poverty gap,Eurostat,
Child Poverty,Estonia,2015,Total,20,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2015,Total,2.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,European Union (27),2015,Total,27.4,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2015,Total,19.8,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2015,Total,20.8,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2015,Total,27.7,e,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2015,Total,8.4,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,European Union (27),2015,Total,27.5,e,Relative child poverty gap,Eurostat,
Child Poverty,European Union (27),2015,Total,21.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2015,Total,11.8,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Finland,2015,Total,14.5,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2015,Total,32,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2015,Total,14.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2015,Total,36.8,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2015,Total,7.2,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Finland,2015,Total,11.3,,Relative child poverty gap,Eurostat,
Child Poverty,Finland,2015,Total,10,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2015,Total,0.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,France,2015,Total,22.4,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2015,Total,33.7,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2015,Total,31.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2015,Total,30.9,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2015,Total,7.5,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,France,2015,Total,15.3,,Relative child poverty gap,Eurostat,
Child Poverty,France,2015,Total,18.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2015,Total,8.5,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Germany,2015,Total,19.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2015,Total,35.4,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2015,Total,16.9,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2015,Total,33.8,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2015,Total,6.9,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Germany,2015,Total,18.2,,Relative child poverty gap,Eurostat,
Child Poverty,Germany,2015,Total,14.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2015,Total,6.7,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Greece,2015,Total,37.7,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2015,Total,6.1,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2015,Total,26.4,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2015,Total,19.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2015,Total,10.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Greece,2015,Total,34.5,,Relative child poverty gap,Eurostat,
Child Poverty,Greece,2015,Total,26.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2015,Total,23.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Hungary,2015,Total,40.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2015,Total,18.5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2015,Total,0.7,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2015,Total,19.7,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2015,Total,11,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Hungary,2015,Total,22.5,,Relative child poverty gap,Eurostat,
Child Poverty,Hungary,2015,Total,22.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2015,Total,32.5,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Ireland,2015,Total,29.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2015,Total,27.7,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2015,Total,23.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2015,Total,31.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
