Title,Country,Year,Breakdown,Value,Flag,ID,Source,Notes
Child Poverty,Bulgaria,2023,Total,14.3,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2023,Total,0.1,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2023,Total,5.5,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Bulgaria,2023,Total,8.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Bulgaria,2023,Total,31.9,,Relative child poverty gap,Eurostat,
Child Poverty,Bulgaria,2023,Total,26.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Bulgaria,2023,Total,19,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Croatia,2023,Total,5.3,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2023,Adults at risk of poverty (difficulty making ends meet),22.2,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2023,Total,17.3,b,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2023,Total,7.7,b,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2023,Total,21.9,b,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2023,Total,22.9,b,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Croatia,2023,Total,4.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Croatia,2023,Total,20.8,b,Relative child poverty gap,Eurostat,
Child Poverty,Croatia,2023,Total,16.1,b,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Croatia,2023,Total,1.8,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Cyprus,2023,Total,4.4,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2023,Adults at risk of poverty (difficulty making ends meet),21.9,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2023,Total,17.1,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2023,Total,23.5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2023,Total,35.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2023,Total,27.7,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Cyprus,2023,Total,3.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Cyprus,2023,Total,14.2,,Relative child poverty gap,Eurostat,
Child Poverty,Cyprus,2023,Total,14.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Cyprus,2023,Total,2.8,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Czechia,2023,Total,2.9,u,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2023,Adults at risk of poverty (difficulty making ends meet),9.5,u,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2023,Total,15,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2023,Total,32.5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2023,Total,10.9,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2023,Total,30.5,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Czechia,2023,Total,6.5,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Czechia,2023,Total,23.8,,Relative child poverty gap,Eurostat,
Child Poverty,Czechia,2023,Total,12.4,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Czechia,2023,Total,4.6,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Denmark,2023,Total,10,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2023,Adults at risk of poverty (difficulty making ends meet),8.5,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2023,Total,15.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2023,Total,51,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2023,Total,29,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2023,Total,41.8,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Denmark,2023,Total,6.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Denmark,2023,Total,23.8,,Relative child poverty gap,Eurostat,
Child Poverty,Denmark,2023,Total,9.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Denmark,2023,Total,5.1,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Estonia,2023,Total,11.6,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2023,Adults at risk of poverty (difficulty making ends meet),15.6,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2023,Total,18.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2023,Total,25.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2023,Total,14.1,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2023,Total,35,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Estonia,2023,Total,4.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Estonia,2023,Total,25.3,,Relative child poverty gap,Eurostat,
Child Poverty,Estonia,2023,Total,16,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Estonia,2023,Total,3.3,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,European Union (27),2023,Total,8.2,e,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2023,Adults at risk of poverty (difficulty making ends meet),20,e,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2023,Total,24.9,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2023,Total,21.8,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2023,Total,35.7,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2023,Total,27.9,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,European Union (27),2023,Total,7.5,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,European Union (27),2023,Total,23.8,,Relative child poverty gap,Eurostat,
Child Poverty,European Union (27),2023,Total,19.5,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,European Union (27),2023,Total,8.4,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Finland,2023,Total,10.4,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2023,Adults at risk of poverty (difficulty making ends meet),10.1,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2023,Total,13.8,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2023,Total,42.3,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2023,Total,30.5,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2023,Total,35.5,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Finland,2023,Total,5.8,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Finland,2023,Total,15.2,,Relative child poverty gap,Eurostat,
Child Poverty,Finland,2023,Total,9.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Finland,2023,Total,1.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,France,2023,Total,7.8,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,France,2023,Adults at risk of poverty (difficulty making ends meet),14.4,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,France,2023,Total,26.6,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2023,Total,32.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2023,Total,41.7,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2023,Total,35.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,France,2023,Total,9.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,France,2023,Total,18.8,,Relative child poverty gap,Eurostat,
Child Poverty,France,2023,Total,21.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,France,2023,Total,8.9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Germany,2023,Total,NA,u,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2023,Adults at risk of poverty (difficulty making ends meet),NA,u,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2023,Total,23.9,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2023,Total,29.5,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2023,Total,54.9,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2023,Total,30,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Germany,2023,Total,10.8,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Germany,2023,Total,18.8,,Relative child poverty gap,Eurostat,
Child Poverty,Germany,2023,Total,14,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Germany,2023,Total,9,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Greece,2023,Total,7.7,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2023,Adults at risk of poverty (difficulty making ends meet),26.1,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2023,Total,28.1,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2023,Total,7.8,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2023,Total,23.3,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2023,Total,17.2,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Greece,2023,Total,4.2,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Greece,2023,Total,22.4,,Relative child poverty gap,Eurostat,
Child Poverty,Greece,2023,Total,21.8,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Greece,2023,Total,15.6,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Hungary,2023,Total,4.6,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2023,Adults at risk of poverty (difficulty making ends meet),20.7,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2023,Total,24.6,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2023,Total,14.4,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2023,Total,0.6,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2023,Total,18,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Hungary,2023,Total,5.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Hungary,2023,Total,36.3,,Relative child poverty gap,Eurostat,
Child Poverty,Hungary,2023,Total,17.3,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Hungary,2023,Total,15,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Ireland,2023,Total,7.2,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2023,Adults at risk of poverty (difficulty making ends meet),12,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2023,Total,24.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2023,Total,24.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2023,Total,30.3,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2023,Total,28,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Ireland,2023,Total,9.8,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Ireland,2023,Total,16,,Relative child poverty gap,Eurostat,
Child Poverty,Ireland,2023,Total,14.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Ireland,2023,Total,8.5,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Italy,2023,Total,7.4,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2023,Adults at risk of poverty (difficulty making ends meet),34,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2023,Total,27.1,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Italy,2023,Total,17.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Italy,2023,Total,33,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Italy,2023,Total,14,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Italy,2023,Total,6.4,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Italy,2023,Total,19.9,,Relative child poverty gap,Eurostat,
Child Poverty,Italy,2023,Total,24.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Italy,2023,Total,5.6,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Latvia,2023,Total,9.1,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2023,Adults at risk of poverty (difficulty making ends meet),18.3,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2023,Total,20.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Latvia,2023,Total,29.8,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Latvia,2023,Total,7.6,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Latvia,2023,Total,44.2,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Latvia,2023,Total,6.2,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Latvia,2023,Total,25.3,,Relative child poverty gap,Eurostat,
Child Poverty,Latvia,2023,Total,16.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Latvia,2023,Total,5.3,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Lithuania,2023,Total,9.1,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2023,Adults at risk of poverty (difficulty making ends meet),22.2,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2023,Total,21.7,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Lithuania,2023,Total,6.6,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Lithuania,2023,Total,28,,Relative child poverty gap,Eurostat,
Child Poverty,Lithuania,2023,Total,17,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Lithuania,2023,Total,6.8,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Luxembourg,2023,Total,10.2,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2023,Adults at risk of poverty (difficulty making ends meet),17.8,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2023,Total,26.1,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Luxembourg,2023,Total,17.1,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Luxembourg,2023,Total,42.6,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Luxembourg,2023,Total,1.9,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Luxembourg,2023,Total,16.7,,Relative child poverty gap,Eurostat,
Child Poverty,Luxembourg,2023,Total,23.9,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Luxembourg,2023,Total,3.8,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Malta,2023,Total,5.7,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2023,Adults at risk of poverty (difficulty making ends meet),12.6,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2023,Total,25.2,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Malta,2023,Total,26.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Malta,2023,Total,45.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Malta,2023,Total,21.4,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Malta,2023,Total,4,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Malta,2023,Total,28.4,b,Relative child poverty gap,Eurostat,
Child Poverty,Malta,2023,Total,22,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Malta,2023,Total,5.6,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Netherlands,2023,Total,7.3,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2023,Adults at risk of poverty (difficulty making ends meet),12.1,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2023,Total,15.9,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Netherlands,2023,Total,36.3,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Netherlands,2023,Total,53.7,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Netherlands,2023,Total,36.3,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Netherlands,2023,Total,6.3,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Netherlands,2023,Total,20.5,,Relative child poverty gap,Eurostat,
Child Poverty,Netherlands,2023,Total,14.2,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Netherlands,2023,Total,2.7,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Poland,2023,Total,5.5,u,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2023,Adults at risk of poverty (difficulty making ends meet),16.1,u,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2023,Total,16.9,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Poland,2023,Total,4.9,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Poland,2023,Total,1.6,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Poland,2023,Total,19.8,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Poland,2023,Total,3.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Poland,2023,Total,19.4,,Relative child poverty gap,Eurostat,
Child Poverty,Poland,2023,Total,14.1,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Poland,2023,Total,3,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Portugal,2023,Total,7.2,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2023,Adults at risk of poverty (difficulty making ends meet),21.2,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2023,Total,22.6,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Portugal,2023,Total,16.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Portugal,2023,Total,19.2,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Portugal,2023,Total,36.1,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Portugal,2023,Total,6.7,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Portugal,2023,Total,30.7,,Relative child poverty gap,Eurostat,
Child Poverty,Portugal,2023,Total,20.7,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Portugal,2023,Total,4.4,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Romania,2023,Total,1.5,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2023,Adults at risk of poverty (difficulty making ends meet),42.1,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2023,Total,39,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Romania,2023,Total,6.9,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Romania,2023,Total,0,n,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Romania,2023,Total,20,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Romania,2023,Total,5.9,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Romania,2023,Total,39.4,,Relative child poverty gap,Eurostat,
Child Poverty,Romania,2023,Total,29.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Romania,2023,Total,22.6,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Slovakia,2023,Total,12.2,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2023,Adults at risk of poverty (difficulty making ends meet),20.2,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2023,Total,25.3,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Slovakia,2023,Total,6.8,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Slovakia,2023,Total,2.3,,Share of AROPE children with at least one parent born outside the EU,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Slovakia,2023,Total,19.7,,Share of AROPE children with at least one parent with disability,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Slovakia,2023,Total,6.1,,Share of children living in a household with very low work intensity,Eurostat,
Child Poverty,Slovakia,2023,Total,37.7,,Relative child poverty gap,Eurostat,
Child Poverty,Slovakia,2023,Total,22.6,,Share of children at risk of poverty,Eurostat,AROP: At risk of poverty
Child Poverty,Slovakia,2023,Total,11.5,,Share of children living in severe material and social deprivation,Eurostat,
Child Poverty,Slovenia,2023,Total,9.2,,Share of adults aged 25-59 at risk of poverty by educational attainment level of their parents,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2023,Adults at risk of poverty (difficulty making ends meet),10.9,,Share of adults aged 25-59 at risk of poverty by strained financial situation of their household when they were 14,Eurostat,AROP: At risk of poverty
Child Poverty,Slovenia,2023,Total,10.7,,Share of children at risk of poverty or social exclusion,Eurostat,AROPE: At risk of poverty or social exclusion
Child Poverty,Slovenia,2023,Total,18.2,,Share of AROPE children living in a single-parent household,Eurostat,AROPE: At risk of poverty or social exclusion
