Section,ID,Country,Year,Value,Flag,Breakdown
Child poverty,Relative median at-risk-of-poverty risk gap,Lithuania,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Luxembourg,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Hungary,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Malta,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Netherlands,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Austria,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Poland,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Portugal,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Romania,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Slovenia,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Slovakia,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Finland,2023,:,,Total
Child poverty,Relative median at-risk-of-poverty risk gap,Sweden,2023,:,,Total
Child poverty,Children with limitation in activities due to health problems,EU27,2017,3.2,e,Moderate
Child poverty,Children with limitation in activities due to health problems,Belgium,2017,3.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2017,1.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Czechia,2017,5.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Denmark,2017,:,u,Moderate
Child poverty,Children with limitation in activities due to health problems,Germany,2017,3.8,,Moderate
Child poverty,Children with limitation in activities due to health problems,Estonia,2017,7.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Ireland,2017,3.3,,Moderate
Child poverty,Children with limitation in activities due to health problems,Greece,2017,1.3,,Moderate
Child poverty,Children with limitation in activities due to health problems,Spain,2017,2.1,,Moderate
Child poverty,Children with limitation in activities due to health problems,France,2017,3.7,,Moderate
Child poverty,Children with limitation in activities due to health problems,Croatia,2017,2,,Moderate
Child poverty,Children with limitation in activities due to health problems,Italy,2017,0.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Cyprus,2017,0.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Latvia,2017,11.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Lithuania,2017,7.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2017,3.1,,Moderate
Child poverty,Children with limitation in activities due to health problems,Hungary,2017,3.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Malta,2017,1.7,,Moderate
Child poverty,Children with limitation in activities due to health problems,Netherlands,2017,:,u,Moderate
Child poverty,Children with limitation in activities due to health problems,Austria,2017,4.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Poland,2017,2.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Portugal,2017,4.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Romania,2017,7.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Slovenia,2017,:,u,Moderate
Child poverty,Children with limitation in activities due to health problems,Slovakia,2017,1.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Finland,2017,:,u,Moderate
Child poverty,Children with limitation in activities due to health problems,Sweden,2017,:,u,Moderate
Child poverty,Children with limitation in activities due to health problems,EU27,2017,0.8,e,Severe
Child poverty,Children with limitation in activities due to health problems,Belgium,2017,1.5,,Severe
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2017,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Czechia,2017,1.1,,Severe
Child poverty,Children with limitation in activities due to health problems,Denmark,2017,:,u,Severe
Child poverty,Children with limitation in activities due to health problems,Germany,2017,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Estonia,2017,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Ireland,2017,1.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Greece,2017,0.7,,Severe
Child poverty,Children with limitation in activities due to health problems,Spain,2017,0.7,,Severe
Child poverty,Children with limitation in activities due to health problems,France,2017,1.1,,Severe
Child poverty,Children with limitation in activities due to health problems,Croatia,2017,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Italy,2017,0.3,,Severe
Child poverty,Children with limitation in activities due to health problems,Cyprus,2017,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Latvia,2017,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Lithuania,2017,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2017,1.9,,Severe
Child poverty,Children with limitation in activities due to health problems,Hungary,2017,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Malta,2017,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Netherlands,2017,:,u,Severe
Child poverty,Children with limitation in activities due to health problems,Austria,2017,1.5,,Severe
Child poverty,Children with limitation in activities due to health problems,Poland,2017,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Portugal,2017,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Romania,2017,0.2,,Severe
Child poverty,Children with limitation in activities due to health problems,Slovenia,2017,:,u,Severe
Child poverty,Children with limitation in activities due to health problems,Slovakia,2017,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Finland,2017,:,u,Severe
Child poverty,Children with limitation in activities due to health problems,Sweden,2017,:,u,Severe
Child poverty,Children with limitation in activities due to health problems,EU27,2017,4,,Total
Child poverty,Children with limitation in activities due to health problems,Belgium,2017,5,,Total
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2017,2.2,,Total
Child poverty,Children with limitation in activities due to health problems,Czechia,2017,6.5,,Total
Child poverty,Children with limitation in activities due to health problems,Denmark,2017,:,,Total
Child poverty,Children with limitation in activities due to health problems,Germany,2017,4.6,,Total
Child poverty,Children with limitation in activities due to health problems,Estonia,2017,8.4,,Total
Child poverty,Children with limitation in activities due to health problems,Ireland,2017,4.9,,Total
Child poverty,Children with limitation in activities due to health problems,Greece,2017,2,,Total
Child poverty,Children with limitation in activities due to health problems,Spain,2017,2.8,,Total
Child poverty,Children with limitation in activities due to health problems,France,2017,4.8,,Total
Child poverty,Children with limitation in activities due to health problems,Croatia,2017,2.8,,Total
Child poverty,Children with limitation in activities due to health problems,Italy,2017,0.8,,Total
Child poverty,Children with limitation in activities due to health problems,Cyprus,2017,1.7,,Total
Child poverty,Children with limitation in activities due to health problems,Latvia,2017,12.4,,Total
Child poverty,Children with limitation in activities due to health problems,Lithuania,2017,8.7,,Total
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2017,5,,Total
Child poverty,Children with limitation in activities due to health problems,Hungary,2017,4.6,,Total
Child poverty,Children with limitation in activities due to health problems,Malta,2017,2.5,,Total
Child poverty,Children with limitation in activities due to health problems,Netherlands,2017,:,,Total
Child poverty,Children with limitation in activities due to health problems,Austria,2017,6,,Total
Child poverty,Children with limitation in activities due to health problems,Poland,2017,3.6,,Total
Child poverty,Children with limitation in activities due to health problems,Portugal,2017,5.2,,Total
Child poverty,Children with limitation in activities due to health problems,Romania,2017,7.6,,Total
Child poverty,Children with limitation in activities due to health problems,Slovenia,2017,:,,Total
Child poverty,Children with limitation in activities due to health problems,Slovakia,2017,2.5,,Total
Child poverty,Children with limitation in activities due to health problems,Finland,2017,:,,Total
Child poverty,Children with limitation in activities due to health problems,Sweden,2017,:,,Total
Child poverty,Children with limitation in activities due to health problems,EU27,2021,3.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Belgium,2021,4.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2021,3.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Czechia,2021,2.8,,Moderate
Child poverty,Children with limitation in activities due to health problems,Denmark,2021,7.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Germany,2021,3,,Moderate
Child poverty,Children with limitation in activities due to health problems,Estonia,2021,6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Ireland,2021,3.7,,Moderate
Child poverty,Children with limitation in activities due to health problems,Greece,2021,0.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Spain,2021,6.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,France,2021,2.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Croatia,2021,2.2,,Moderate
Child poverty,Children with limitation in activities due to health problems,Italy,2021,1.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Cyprus,2021,0.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Latvia,2021,2.4,,Moderate
Child poverty,Children with limitation in activities due to health problems,Lithuania,2021,3.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2021,2.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,Hungary,2021,2.3,,Moderate
Child poverty,Children with limitation in activities due to health problems,Malta,2021,1.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Netherlands,2021,3.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Austria,2021,2.7,,Moderate
Child poverty,Children with limitation in activities due to health problems,Poland,2021,3.2,,Moderate
Child poverty,Children with limitation in activities due to health problems,Portugal,2021,4.2,,Moderate
Child poverty,Children with limitation in activities due to health problems,Romania,2021,1.7,,Moderate
Child poverty,Children with limitation in activities due to health problems,Slovenia,2021,1.5,,Moderate
Child poverty,Children with limitation in activities due to health problems,Slovakia,2021,2.8,,Moderate
Child poverty,Children with limitation in activities due to health problems,Finland,2021,7.9,,Moderate
Child poverty,Children with limitation in activities due to health problems,Sweden,2021,5.6,,Moderate
Child poverty,Children with limitation in activities due to health problems,EU27,2021,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Belgium,2021,2,,Severe
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2021,0.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Czechia,2021,0.9,,Severe
Child poverty,Children with limitation in activities due to health problems,Denmark,2021,0.9,,Severe
Child poverty,Children with limitation in activities due to health problems,Germany,2021,1,,Severe
Child poverty,Children with limitation in activities due to health problems,Estonia,2021,1.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Ireland,2021,1.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Greece,2021,1.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Spain,2021,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,France,2021,1.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Croatia,2021,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Italy,2021,0.9,,Severe
Child poverty,Children with limitation in activities due to health problems,Cyprus,2021,1.1,,Severe
Child poverty,Children with limitation in activities due to health problems,Latvia,2021,0.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Lithuania,2021,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2021,0.2,,Severe
Child poverty,Children with limitation in activities due to health problems,Hungary,2021,0.9,,Severe
Child poverty,Children with limitation in activities due to health problems,Malta,2021,0.5,,Severe
Child poverty,Children with limitation in activities due to health problems,Netherlands,2021,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Austria,2021,0.6,,Severe
Child poverty,Children with limitation in activities due to health problems,Poland,2021,1.1,,Severe
Child poverty,Children with limitation in activities due to health problems,Portugal,2021,0.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Romania,2021,0.5,,Severe
Child poverty,Children with limitation in activities due to health problems,Slovenia,2021,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Slovakia,2021,0.8,,Severe
Child poverty,Children with limitation in activities due to health problems,Finland,2021,1.4,,Severe
Child poverty,Children with limitation in activities due to health problems,Sweden,2021,1.3,,Severe
Child poverty,Children with limitation in activities due to health problems,EU27,2021,4.4,,Total
Child poverty,Children with limitation in activities due to health problems,Belgium,2021,6.6,,Total
Child poverty,Children with limitation in activities due to health problems,Bulgaria,2021,3.8,,Total
Child poverty,Children with limitation in activities due to health problems,Czechia,2021,3.7,,Total
Child poverty,Children with limitation in activities due to health problems,Denmark,2021,8.4,,Total
Child poverty,Children with limitation in activities due to health problems,Germany,2021,4,,Total
Child poverty,Children with limitation in activities due to health problems,Estonia,2021,7.4,,Total
Child poverty,Children with limitation in activities due to health problems,Ireland,2021,5.3,,Total
Child poverty,Children with limitation in activities due to health problems,Greece,2021,2.3,,Total
Child poverty,Children with limitation in activities due to health problems,Spain,2021,7.2,,Total
Child poverty,Children with limitation in activities due to health problems,France,2021,4.3,,Total
Child poverty,Children with limitation in activities due to health problems,Croatia,2021,2.8,,Total
Child poverty,Children with limitation in activities due to health problems,Italy,2021,2.5,,Total
Child poverty,Children with limitation in activities due to health problems,Cyprus,2021,2,,Total
Child poverty,Children with limitation in activities due to health problems,Latvia,2021,2.8,,Total
Child poverty,Children with limitation in activities due to health problems,Lithuania,2021,4.7,,Total
Child poverty,Children with limitation in activities due to health problems,Luxembourg,2021,2.8,,Total
Child poverty,Children with limitation in activities due to health problems,Hungary,2021,3.2,,Total
Child poverty,Children with limitation in activities due to health problems,Malta,2021,2,,Total
Child poverty,Children with limitation in activities due to health problems,Netherlands,2021,4.5,,Total
Child poverty,Children with limitation in activities due to health problems,Austria,2021,3.3,,Total
Child poverty,Children with limitation in activities due to health problems,Poland,2021,4.3,,Total
Child poverty,Children with limitation in activities due to health problems,Portugal,2021,4.6,,Total
Child poverty,Children with limitation in activities due to health problems,Romania,2021,2.2,,Total
Child poverty,Children with limitation in activities due to health problems,Slovenia,2021,2.3,,Total
Child poverty,Children with limitation in activities due to health problems,Slovakia,2021,3.6,,Total
Child poverty,Children with limitation in activities due to health problems,Finland,2021,9.3,,Total
Child poverty,Children with limitation in activities due to health problems,Sweden,2021,6.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2015,27.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2016,27.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2017,25.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2018,23.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2019,22.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2020,24,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,EU27,2021,24.4,,Total
