Section,ID,Country,Year,Value,Flag,Breakdown
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2015,24.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2015,47.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2015,17.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2015,16.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2015,19.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2015,22.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2015,29.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2015,37.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2015,34,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2015,22.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2015,25.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2015,34.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2015,22.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2015,30.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2015,34.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2015,23.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2015,40.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2015,27.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2015,17.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2015,22.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2015,26.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2015,31.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2015,53.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2015,16.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2015,24.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2015,14.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2015,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2016,23.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2016,47.3,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2016,16.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2016,14,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2016,20.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2016,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2016,26.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2016,37.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2016,33.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2016,23.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2016,24.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2016,32.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2016,23.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2016,25.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2016,33.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2016,22.2,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2016,38.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2016,23.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2016,17.2,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2016,20.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2016,23.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2016,27.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2016,56,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2016,14.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2016,24.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2016,14.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2016,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2017,24.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2017,42.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2017,14.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2017,15.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2017,18.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2017,18.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2017,26,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2017,36.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2017,31.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2017,23.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2017,24.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2017,30.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2017,21.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2017,25,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2017,31.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2017,21.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2017,33.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2017,23.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2017,16.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2017,22.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2017,17.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2017,24.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2017,48.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2017,15.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2017,22.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2017,15,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2017,19.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2018,23.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2018,33.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2018,13,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2018,15.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2018,17.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2018,17,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2018,24.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2018,34.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2018,30.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2018,24,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2018,22.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2018,29.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2018,20.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2018,23.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2018,28.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2018,23.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2018,26.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2018,23.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2018,15.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2018,21.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2018,16.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2018,22.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2018,44.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2018,13.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2018,23.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2018,15.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2018,20.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2019,23,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2019,35.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2019,13,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2019,13.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2019,20.4,be,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2019,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2019,23.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2019,31.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2019,31,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2019,24.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2019,19.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2019,27.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2019,20.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2019,18.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2019,25.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2019,25.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2019,24.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2019,23.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2019,15.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2019,20.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2019,16.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2019,21.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2019,39.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2019,11.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2019,21,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2019,13.8,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2019,23,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2020,22,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2020,35.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2020,12.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2020,13.4,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2020,22.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2020,17.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2020,23.5,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2020,30.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2020,31.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2020,23.9,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2020,18.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2020,28.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2020,19,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2020,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2020,23.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2020,24.2,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2020,21.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2020,22.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2020,15.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2020,21.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2020,16.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2020,21.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2020,40.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2020,12.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2020,18.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2020,14.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2020,20.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2021,20.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2021,33,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2021,13.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2021,14,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2021,23.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2021,17.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2021,22.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2021,32,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2021,33.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2021,22.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2021,18.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2021,29.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2021,19.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2021,20.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2021,21.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2021,29.4,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2021,23.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2021,23.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2021,14.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2021,22.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2021,16.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2021,22.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2021,41.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2021,11,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2021,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2021,13.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2021,19.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2022,19.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2022,33.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2022,13.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2022,13.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2022,24,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2022,16.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2022,22.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2022,28.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2022,32.2,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2022,27.5,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2022,18.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2022,28.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2022,18.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2022,19.8,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2022,22.4,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2022,24,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2022,18.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2022,23.1,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2022,13.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2022,21.6,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2022,16.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2022,20.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2022,41.5,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2022,10.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2022,24.7,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2022,14.9,b,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2022,19.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Belgium,2023,19,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Bulgaria,2023,33.9,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Czechia,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Denmark,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Germany,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Estonia,2023,18.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Ireland,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Greece,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Spain,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,France,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Croatia,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Italy,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Cyprus,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Latvia,2023,20.3,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Lithuania,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Luxembourg,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Hungary,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Malta,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Netherlands,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Austria,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Poland,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Portugal,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Romania,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovenia,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Slovakia,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Finland,2023,:,,Total
Child poverty,Children (aged less than 18) at risk of poverty or social exclusion,Sweden,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2010,21.1,e,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2010,18.3,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2010,26.7,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2010,14.3,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2010,10.9,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2010,17.5,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2010,17.3,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2010,18.9,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2010,23,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2010,29.3,,Total
Child poverty,At-risk-of poverty rate for children,France,2010,18.1,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2010,19.6,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2010,25.2,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2010,12.6,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2010,26.3,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2010,24.8,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2010,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2010,20.3,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2010,22.1,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2010,13.7,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2010,19,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2010,22.5,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2010,22.4,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2010,32.1,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2010,12.6,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2010,18.8,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2010,11.4,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2010,17.1,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2011,21.1,e,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2011,18.7,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2011,28.4,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2011,15.2,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2011,10.3,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2011,15.6,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2011,19.5,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2011,17.1,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2011,23.7,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2011,27.5,,Total
Child poverty,At-risk-of poverty rate for children,France,2011,18.8,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2011,21.1,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2011,25.9,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2011,12.8,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2011,24.7,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2011,25.2,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2011,20.3,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2011,23.7,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2011,23,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2011,15.5,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2011,17.8,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2011,22,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2011,22.4,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2011,33,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2011,14.7,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2011,21.2,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2011,11.8,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2011,17.9,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2012,21,e,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2012,17.3,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2012,28.2,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2012,13.9,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2012,10.4,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2012,15.2,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2012,17,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2012,18.9,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2012,26.9,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2012,27.9,,Total
Child poverty,At-risk-of poverty rate for children,France,2012,19,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2012,23.3,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2012,26.2,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2012,13.9,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2012,24.4,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2012,20.8,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2012,22.6,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2012,22.9,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2012,23.1,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2012,13.2,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2012,17.5,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2012,21.5,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2012,21.8,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2012,33.3,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2012,13.5,,Total
