Country,Year,Breakdown,Value,Column,Flag,Column1,ID
Czechia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,84.6,,,,Children in formal childcare or education 
Czechia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,79.4,,,,Children in formal childcare or education 
Czechia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,79.5,,,,Children in formal childcare or education 
Czechia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,78.2,,,,Children in formal childcare or education 
Czechia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,62.6,,,,Children in formal childcare or education 
Czechia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,79.8,,,,Children in formal childcare or education 
Czechia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,81.1,,,,Children in formal childcare or education 
Czechia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,81.8,,,,Children in formal childcare or education 
Denmark,2015,Sheet 2 ALL CHILDREN FROM AGE 3,98,,,,Children in formal childcare or education 
Denmark,2016,Sheet 2 ALL CHILDREN FROM AGE 3,96.9,,,,Children in formal childcare or education 
Denmark,2017,Sheet 2 ALL CHILDREN FROM AGE 3,95,,,,Children in formal childcare or education 
Denmark,2018,Sheet 2 ALL CHILDREN FROM AGE 3,96.4,,,,Children in formal childcare or education 
Denmark,2019,Sheet 2 ALL CHILDREN FROM AGE 3,93.3,,,,Children in formal childcare or education 
Denmark,2020,Sheet 2 ALL CHILDREN FROM AGE 3,92.7,,,,Children in formal childcare or education 
Denmark,2021,Sheet 2 ALL CHILDREN FROM AGE 3,92.1,,,,Children in formal childcare or education 
Denmark,2022,Sheet 2 ALL CHILDREN FROM AGE 3,92.9,,,,Children in formal childcare or education 
Denmark,2023,Sheet 2 ALL CHILDREN FROM AGE 3,97.1,,b,,Children in formal childcare or education 
Denmark,2024,Sheet 2 ALL CHILDREN FROM AGE 3,100,,,,Children in formal childcare or education 
EU 27,2015,Sheet 2 ALL CHILDREN FROM AGE 3,86.9,,,,Children in formal childcare or education 
EU 27,2016,Sheet 2 ALL CHILDREN FROM AGE 3,89.7,,,,Children in formal childcare or education 
EU 27,2017,Sheet 2 ALL CHILDREN FROM AGE 3,89,,,,Children in formal childcare or education 
EU 27,2018,Sheet 2 ALL CHILDREN FROM AGE 3,90.1,,,,Children in formal childcare or education 
EU 27,2019,Sheet 2 ALL CHILDREN FROM AGE 3,91,,,,Children in formal childcare or education 
EU 27,2020,Sheet 2 ALL CHILDREN FROM AGE 3,80.3,,,,Children in formal childcare or education 
EU 27,2021,Sheet 2 ALL CHILDREN FROM AGE 3,87.9,,,,Children in formal childcare or education 
EU 27,2022,Sheet 2 ALL CHILDREN FROM AGE 3,89.2,,,,Children in formal childcare or education 
EU 27,2023,Sheet 2 ALL CHILDREN FROM AGE 3,89.1,,,,Children in formal childcare or education 
EU 27,2024,Sheet 2 ALL CHILDREN FROM AGE 3,89.3,,,,Children in formal childcare or education 
Estonia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,94.2,,,,Children in formal childcare or education 
Estonia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,93.4,,,,Children in formal childcare or education 
Estonia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,95.7,,,,Children in formal childcare or education 
Estonia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,94.8,,,,Children in formal childcare or education 
Estonia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,95.4,,,,Children in formal childcare or education 
Estonia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,94.6,,,,Children in formal childcare or education 
Estonia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,92.9,,,,Children in formal childcare or education 
Estonia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,95,,,,Children in formal childcare or education 
Estonia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,95,,,,Children in formal childcare or education 
Estonia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,97.4,,,,Children in formal childcare or education 
Finland,2015,Sheet 2 ALL CHILDREN FROM AGE 3,84.5,,,,Children in formal childcare or education 
Finland,2016,Sheet 2 ALL CHILDREN FROM AGE 3,85.5,,,,Children in formal childcare or education 
Finland,2017,Sheet 2 ALL CHILDREN FROM AGE 3,84.2,,,,Children in formal childcare or education 
Finland,2018,Sheet 2 ALL CHILDREN FROM AGE 3,82.8,,,,Children in formal childcare or education 
Finland,2019,Sheet 2 ALL CHILDREN FROM AGE 3,86.4,,,,Children in formal childcare or education 
Finland,2020,Sheet 2 ALL CHILDREN FROM AGE 3,84.1,,,,Children in formal childcare or education 
Finland,2021,Sheet 2 ALL CHILDREN FROM AGE 3,91.4,,,,Children in formal childcare or education 
Finland,2022,Sheet 2 ALL CHILDREN FROM AGE 3,92.7,,,,Children in formal childcare or education 
Finland,2023,Sheet 2 ALL CHILDREN FROM AGE 3,93.6,,,,Children in formal childcare or education 
Finland,2024,Sheet 2 ALL CHILDREN FROM AGE 3,95.2,,,,Children in formal childcare or education 
France,2015,Sheet 2 ALL CHILDREN FROM AGE 3,95.1,,,,Children in formal childcare or education 
France,2016,Sheet 2 ALL CHILDREN FROM AGE 3,95.7,,,,Children in formal childcare or education 
France,2017,Sheet 2 ALL CHILDREN FROM AGE 3,96.3,,,,Children in formal childcare or education 
France,2018,Sheet 2 ALL CHILDREN FROM AGE 3,96,,,,Children in formal childcare or education 
France,2019,Sheet 2 ALL CHILDREN FROM AGE 3,96.7,,,,Children in formal childcare or education 
France,2020,Sheet 2 ALL CHILDREN FROM AGE 3,98.6,,b,,Children in formal childcare or education 
France,2021,Sheet 2 ALL CHILDREN FROM AGE 3,95,,,,Children in formal childcare or education 
France,2022,Sheet 2 ALL CHILDREN FROM AGE 3,92.3,,,,Children in formal childcare or education 
France,2023,Sheet 2 ALL CHILDREN FROM AGE 3,97,,,,Children in formal childcare or education 
France,2024,Sheet 2 ALL CHILDREN FROM AGE 3,95.5,,,,Children in formal childcare or education 
Germany,2015,Sheet 2 ALL CHILDREN FROM AGE 3,89.8,,,,Children in formal childcare or education 
Germany,2016,Sheet 2 ALL CHILDREN FROM AGE 3,91.9,,,,Children in formal childcare or education 
Germany,2017,Sheet 2 ALL CHILDREN FROM AGE 3,87.7,,,,Children in formal childcare or education 
Germany,2018,Sheet 2 ALL CHILDREN FROM AGE 3,90.1,,,,Children in formal childcare or education 
Germany,2019,Sheet 2 ALL CHILDREN FROM AGE 3,89.9,,,,Children in formal childcare or education 
Germany,2020,Sheet 2 ALL CHILDREN FROM AGE 3,57.4,,b,,Children in formal childcare or education 
Germany,2021,Sheet 2 ALL CHILDREN FROM AGE 3,88.5,,,,Children in formal childcare or education 
Germany,2022,Sheet 2 ALL CHILDREN FROM AGE 3,89.8,,,,Children in formal childcare or education 
Germany,2023,Sheet 2 ALL CHILDREN FROM AGE 3,86.2,,,,Children in formal childcare or education 
Germany,2024,Sheet 2 ALL CHILDREN FROM AGE 3,85,,,,Children in formal childcare or education 
Greece,2015,Sheet 2 ALL CHILDREN FROM AGE 3,77,,,,Children in formal childcare or education 
Greece,2016,Sheet 2 ALL CHILDREN FROM AGE 3,66.5,,,,Children in formal childcare or education 
Greece,2017,Sheet 2 ALL CHILDREN FROM AGE 3,89.6,,,,Children in formal childcare or education 
Greece,2018,Sheet 2 ALL CHILDREN FROM AGE 3,96.5,,,,Children in formal childcare or education 
Greece,2019,Sheet 2 ALL CHILDREN FROM AGE 3,94.1,,,,Children in formal childcare or education 
Greece,2020,Sheet 2 ALL CHILDREN FROM AGE 3,86.1,,,,Children in formal childcare or education 
Greece,2021,Sheet 2 ALL CHILDREN FROM AGE 3,83.3,,,,Children in formal childcare or education 
Greece,2022,Sheet 2 ALL CHILDREN FROM AGE 3,80.5,,,,Children in formal childcare or education 
Greece,2023,Sheet 2 ALL CHILDREN FROM AGE 3,87,,,,Children in formal childcare or education 
Greece,2024,Sheet 2 ALL CHILDREN FROM AGE 3,91.1,,,,Children in formal childcare or education 
Hungary,2015,Sheet 2 ALL CHILDREN FROM AGE 3,92.5,,,,Children in formal childcare or education 
Hungary,2016,Sheet 2 ALL CHILDREN FROM AGE 3,90.6,,,,Children in formal childcare or education 
Hungary,2017,Sheet 2 ALL CHILDREN FROM AGE 3,84.7,,,,Children in formal childcare or education 
Hungary,2018,Sheet 2 ALL CHILDREN FROM AGE 3,84.6,,,,Children in formal childcare or education 
Hungary,2019,Sheet 2 ALL CHILDREN FROM AGE 3,87.9,,,,Children in formal childcare or education 
Hungary,2020,Sheet 2 ALL CHILDREN FROM AGE 3,81.3,,,,Children in formal childcare or education 
Hungary,2021,Sheet 2 ALL CHILDREN FROM AGE 3,100,,,,Children in formal childcare or education 
Hungary,2022,Sheet 2 ALL CHILDREN FROM AGE 3,100,,,,Children in formal childcare or education 
Hungary,2023,Sheet 2 ALL CHILDREN FROM AGE 3,100,,,,Children in formal childcare or education 
Hungary,2024,Sheet 2 ALL CHILDREN FROM AGE 3,100,,,,Children in formal childcare or education 
Ireland,2015,Sheet 2 ALL CHILDREN FROM AGE 3,87.4,,,,Children in formal childcare or education 
Ireland,2016,Sheet 2 ALL CHILDREN FROM AGE 3,88.3,,,,Children in formal childcare or education 
Ireland,2017,Sheet 2 ALL CHILDREN FROM AGE 3,92.5,,,,Children in formal childcare or education 
Ireland,2018,Sheet 2 ALL CHILDREN FROM AGE 3,88.9,,,,Children in formal childcare or education 
Ireland,2019,Sheet 2 ALL CHILDREN FROM AGE 3,89.5,,b,,Children in formal childcare or education 
Ireland,2020,Sheet 2 ALL CHILDREN FROM AGE 3,90.1,,b,,Children in formal childcare or education 
Ireland,2021,Sheet 2 ALL CHILDREN FROM AGE 3,79.3,,,,Children in formal childcare or education 
Ireland,2022,Sheet 2 ALL CHILDREN FROM AGE 3,93.5,,,,Children in formal childcare or education 
Ireland,2023,Sheet 2 ALL CHILDREN FROM AGE 3,94,,,,Children in formal childcare or education 
Ireland,2024,Sheet 2 ALL CHILDREN FROM AGE 3,95.5,,,,Children in formal childcare or education 
Italy,2015,Sheet 2 ALL CHILDREN FROM AGE 3,89.5,,,,Children in formal childcare or education 
Italy,2016,Sheet 2 ALL CHILDREN FROM AGE 3,94.4,,,,Children in formal childcare or education 
Italy,2017,Sheet 2 ALL CHILDREN FROM AGE 3,91.6,,,,Children in formal childcare or education 
Italy,2018,Sheet 2 ALL CHILDREN FROM AGE 3,93.3,,,,Children in formal childcare or education 
Italy,2019,Sheet 2 ALL CHILDREN FROM AGE 3,94.9,,,,Children in formal childcare or education 
Italy,2020,Sheet 2 ALL CHILDREN FROM AGE 3,0,,,,Children in formal childcare or education 
Italy,2021,Sheet 2 ALL CHILDREN FROM AGE 3,93,,,,Children in formal childcare or education 
Italy,2022,Sheet 2 ALL CHILDREN FROM AGE 3,94.2,,,,Children in formal childcare or education 
Italy,2023,Sheet 2 ALL CHILDREN FROM AGE 3,94.7,,,,Children in formal childcare or education 
Italy,2024,Sheet 2 ALL CHILDREN FROM AGE 3,92.4,,,,Children in formal childcare or education 
Latvia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,88.2,,,,Children in formal childcare or education 
Latvia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,85.7,,,,Children in formal childcare or education 
Latvia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,89.2,,,,Children in formal childcare or education 
Latvia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,88.4,,,,Children in formal childcare or education 
Latvia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,87.1,,,,Children in formal childcare or education 
Latvia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,84.4,,,,Children in formal childcare or education 
Latvia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,88.6,,,,Children in formal childcare or education 
Latvia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,91.6,,,,Children in formal childcare or education 
Latvia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,95.1,,,,Children in formal childcare or education 
Latvia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,96.1,,,,Children in formal childcare or education 
Lithuania,2015,Sheet 2 ALL CHILDREN FROM AGE 3,77.4,,,,Children in formal childcare or education 
Lithuania,2016,Sheet 2 ALL CHILDREN FROM AGE 3,81.6,,,,Children in formal childcare or education 
Lithuania,2017,Sheet 2 ALL CHILDREN FROM AGE 3,80.4,,,,Children in formal childcare or education 
Lithuania,2018,Sheet 2 ALL CHILDREN FROM AGE 3,81.1,,,,Children in formal childcare or education 
Lithuania,2019,Sheet 2 ALL CHILDREN FROM AGE 3,82.1,,,,Children in formal childcare or education 
Lithuania,2020,Sheet 2 ALL CHILDREN FROM AGE 3,87.1,,,,Children in formal childcare or education 
Lithuania,2021,Sheet 2 ALL CHILDREN FROM AGE 3,86.3,,,,Children in formal childcare or education 
Lithuania,2022,Sheet 2 ALL CHILDREN FROM AGE 3,92.5,,,,Children in formal childcare or education 
Lithuania,2023,Sheet 2 ALL CHILDREN FROM AGE 3,91.7,,,,Children in formal childcare or education 
Lithuania,2024,Sheet 2 ALL CHILDREN FROM AGE 3,92,,p,,Children in formal childcare or education 
Luxembourg,2015,Sheet 2 ALL CHILDREN FROM AGE 3,87.9,,,,Children in formal childcare or education 
Luxembourg,2016,Sheet 2 ALL CHILDREN FROM AGE 3,91.3,,,,Children in formal childcare or education 
Luxembourg,2017,Sheet 2 ALL CHILDREN FROM AGE 3,93.9,,,,Children in formal childcare or education 
Luxembourg,2018,Sheet 2 ALL CHILDREN FROM AGE 3,92.2,,,,Children in formal childcare or education 
Luxembourg,2019,Sheet 2 ALL CHILDREN FROM AGE 3,93.9,,,,Children in formal childcare or education 
Luxembourg,2020,Sheet 2 ALL CHILDREN FROM AGE 3,92,,b,,Children in formal childcare or education 
Luxembourg,2021,Sheet 2 ALL CHILDREN FROM AGE 3,97.1,,,,Children in formal childcare or education 
Luxembourg,2022,Sheet 2 ALL CHILDREN FROM AGE 3,95.1,,,,Children in formal childcare or education 
Luxembourg,2023,Sheet 2 ALL CHILDREN FROM AGE 3,85.1,,,,Children in formal childcare or education 
Luxembourg,2024,Sheet 2 ALL CHILDREN FROM AGE 3,82.4,,,,Children in formal childcare or education 
Malta,2015,Sheet 2 ALL CHILDREN FROM AGE 3,92.8,,,,Children in formal childcare or education 
Malta,2016,Sheet 2 ALL CHILDREN FROM AGE 3,91.5,,,,Children in formal childcare or education 
Malta,2017,Sheet 2 ALL CHILDREN FROM AGE 3,94.1,,,,Children in formal childcare or education 
Malta,2018,Sheet 2 ALL CHILDREN FROM AGE 3,88.8,,,,Children in formal childcare or education 
Malta,2019,Sheet 2 ALL CHILDREN FROM AGE 3,88.3,,,,Children in formal childcare or education 
Malta,2020,Sheet 2 ALL CHILDREN FROM AGE 3,87,,,,Children in formal childcare or education 
Malta,2021,Sheet 2 ALL CHILDREN FROM AGE 3,90.6,,,,Children in formal childcare or education 
Malta,2022,Sheet 2 ALL CHILDREN FROM AGE 3,94,,,,Children in formal childcare or education 
Malta,2023,Sheet 2 ALL CHILDREN FROM AGE 3,93.1,,,,Children in formal childcare or education 
Malta,2024,Sheet 2 ALL CHILDREN FROM AGE 3,97.5,,,,Children in formal childcare or education 
Netherlands,2015,Sheet 2 ALL CHILDREN FROM AGE 3,94.2,,,,Children in formal childcare or education 
Netherlands,2016,Sheet 2 ALL CHILDREN FROM AGE 3,95.5,,,,Children in formal childcare or education 
Netherlands,2017,Sheet 2 ALL CHILDREN FROM AGE 3,96.9,,,,Children in formal childcare or education 
Netherlands,2018,Sheet 2 ALL CHILDREN FROM AGE 3,90,,,,Children in formal childcare or education 
Netherlands,2019,Sheet 2 ALL CHILDREN FROM AGE 3,96.7,,,,Children in formal childcare or education 
Netherlands,2020,Sheet 2 ALL CHILDREN FROM AGE 3,95.5,,,,Children in formal childcare or education 
Netherlands,2021,Sheet 2 ALL CHILDREN FROM AGE 3,97.8,,,,Children in formal childcare or education 
Netherlands,2022,Sheet 2 ALL CHILDREN FROM AGE 3,97.2,,,,Children in formal childcare or education 
Netherlands,2023,Sheet 2 ALL CHILDREN FROM AGE 3,96.3,,,,Children in formal childcare or education 
Netherlands,2024,Sheet 2 ALL CHILDREN FROM AGE 3,96,,,,Children in formal childcare or education 
Poland,2015,Sheet 2 ALL CHILDREN FROM AGE 3,53.3,,,,Children in formal childcare or education 
Poland,2016,Sheet 2 ALL CHILDREN FROM AGE 3,70.2,,,,Children in formal childcare or education 
Poland,2017,Sheet 2 ALL CHILDREN FROM AGE 3,75.6,,,,Children in formal childcare or education 
Poland,2018,Sheet 2 ALL CHILDREN FROM AGE 3,74.9,,,,Children in formal childcare or education 
Poland,2019,Sheet 2 ALL CHILDREN FROM AGE 3,77,,,,Children in formal childcare or education 
Poland,2020,Sheet 2 ALL CHILDREN FROM AGE 3,73.8,,,,Children in formal childcare or education 
Poland,2021,Sheet 2 ALL CHILDREN FROM AGE 3,79.3,,,,Children in formal childcare or education 
Poland,2022,Sheet 2 ALL CHILDREN FROM AGE 3,76.5,,,,Children in formal childcare or education 
Poland,2023,Sheet 2 ALL CHILDREN FROM AGE 3,74.7,,,,Children in formal childcare or education 
Poland,2024,Sheet 2 ALL CHILDREN FROM AGE 3,78.6,,,,Children in formal childcare or education 
Portugal,2015,Sheet 2 ALL CHILDREN FROM AGE 3,92.4,,,,Children in formal childcare or education 
Portugal,2016,Sheet 2 ALL CHILDREN FROM AGE 3,93.8,,,,Children in formal childcare or education 
Portugal,2017,Sheet 2 ALL CHILDREN FROM AGE 3,94.4,,,,Children in formal childcare or education 
Portugal,2018,Sheet 2 ALL CHILDREN FROM AGE 3,95.4,,,,Children in formal childcare or education 
Portugal,2019,Sheet 2 ALL CHILDREN FROM AGE 3,94.4,,,,Children in formal childcare or education 
Portugal,2020,Sheet 2 ALL CHILDREN FROM AGE 3,90,,,,Children in formal childcare or education 
Portugal,2021,Sheet 2 ALL CHILDREN FROM AGE 3,89,,,,Children in formal childcare or education 
Portugal,2022,Sheet 2 ALL CHILDREN FROM AGE 3,91.5,,,,Children in formal childcare or education 
Portugal,2023,Sheet 2 ALL CHILDREN FROM AGE 3,88.4,,,,Children in formal childcare or education 
Portugal,2024,Sheet 2 ALL CHILDREN FROM AGE 3,93.5,,,,Children in formal childcare or education 
Romania,2015,Sheet 2 ALL CHILDREN FROM AGE 3,65,,,,Children in formal childcare or education 
Romania,2016,Sheet 2 ALL CHILDREN FROM AGE 3,66.7,,,,Children in formal childcare or education 
Romania,2017,Sheet 2 ALL CHILDREN FROM AGE 3,65.8,,,,Children in formal childcare or education 
Romania,2018,Sheet 2 ALL CHILDREN FROM AGE 3,78.7,,,,Children in formal childcare or education 
Romania,2019,Sheet 2 ALL CHILDREN FROM AGE 3,77.4,,,,Children in formal childcare or education 
Romania,2020,Sheet 2 ALL CHILDREN FROM AGE 3,64.5,,,,Children in formal childcare or education 
Romania,2021,Sheet 2 ALL CHILDREN FROM AGE 3,61.7,,,,Children in formal childcare or education 
Romania,2022,Sheet 2 ALL CHILDREN FROM AGE 3,67.8,,,,Children in formal childcare or education 
Romania,2023,Sheet 2 ALL CHILDREN FROM AGE 3,68.8,,,,Children in formal childcare or education 
Romania,2024,Sheet 2 ALL CHILDREN FROM AGE 3,72.7,,,,Children in formal childcare or education 
Slovakia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,72,,,,Children in formal childcare or education 
Slovakia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,71,,,,Children in formal childcare or education 
Slovakia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,53.6,,,,Children in formal childcare or education 
Slovakia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,81.8,,,,Children in formal childcare or education 
Slovakia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,81.2,,,,Children in formal childcare or education 
Slovakia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,81.9,,,,Children in formal childcare or education 
Slovakia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,76.4,,,,Children in formal childcare or education 
Slovakia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,85,,,,Children in formal childcare or education 
Slovakia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,72.6,,,,Children in formal childcare or education 
Slovakia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,73.3,,,,Children in formal childcare or education 
Slovenia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,92.6,,,,Children in formal childcare or education 
Slovenia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,91.8,,,,Children in formal childcare or education 
Slovenia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,95.2,,,,Children in formal childcare or education 
Slovenia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,93.3,,,,Children in formal childcare or education 
Slovenia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,96.2,,,,Children in formal childcare or education 
Slovenia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,96.2,,,,Children in formal childcare or education 
Slovenia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,87.8,,,,Children in formal childcare or education 
Slovenia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,96.4,,,,Children in formal childcare or education 
Slovenia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,94.9,,,,Children in formal childcare or education 
Slovenia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,96.9,,,,Children in formal childcare or education 
Spain,2015,Sheet 2 ALL CHILDREN FROM AGE 3,94,,,,Children in formal childcare or education 
Spain,2016,Sheet 2 ALL CHILDREN FROM AGE 3,96.3,,,,Children in formal childcare or education 
Spain,2017,Sheet 2 ALL CHILDREN FROM AGE 3,96.4,,,,Children in formal childcare or education 
Spain,2018,Sheet 2 ALL CHILDREN FROM AGE 3,95.5,,,,Children in formal childcare or education 
Spain,2019,Sheet 2 ALL CHILDREN FROM AGE 3,98.2,,,,Children in formal childcare or education 
Spain,2020,Sheet 2 ALL CHILDREN FROM AGE 3,97.6,,,,Children in formal childcare or education 
Spain,2021,Sheet 2 ALL CHILDREN FROM AGE 3,98,,,,Children in formal childcare or education 
Spain,2022,Sheet 2 ALL CHILDREN FROM AGE 3,96.8,,,,Children in formal childcare or education 
Spain,2023,Sheet 2 ALL CHILDREN FROM AGE 3,98.4,,,,Children in formal childcare or education 
Spain,2024,Sheet 2 ALL CHILDREN FROM AGE 3,98.4,,,,Children in formal childcare or education 
Sweden,2015,Sheet 2 ALL CHILDREN FROM AGE 3,96.6,,,,Children in formal childcare or education 
Sweden,2016,Sheet 2 ALL CHILDREN FROM AGE 3,97.3,,,,Children in formal childcare or education 
Sweden,2017,Sheet 2 ALL CHILDREN FROM AGE 3,98,,,,Children in formal childcare or education 
Sweden,2018,Sheet 2 ALL CHILDREN FROM AGE 3,96.1,,,,Children in formal childcare or education 
Sweden,2019,Sheet 2 ALL CHILDREN FROM AGE 3,96.5,,,,Children in formal childcare or education 
Sweden,2020,Sheet 2 ALL CHILDREN FROM AGE 3,96,,,,Children in formal childcare or education 
Sweden,2021,Sheet 2 ALL CHILDREN FROM AGE 3,98.3,,,,Children in formal childcare or education 
Sweden,2022,Sheet 2 ALL CHILDREN FROM AGE 3,97.7,,,,Children in formal childcare or education 
Sweden,2023,Sheet 2 ALL CHILDREN FROM AGE 3,99,,,,Children in formal childcare or education 
Sweden,2024,Sheet 2 ALL CHILDREN FROM AGE 3,99,,,,Children in formal childcare or education 
Austria,2015,Sheet 5 UNDER 3 AROPE,19.8,,,,Children in formal childcare or education 
Austria,2016,Sheet 5 UNDER 3 AROPE,23.2,,,,Children in formal childcare or education 
Austria,2017,Sheet 5 UNDER 3 AROPE,12.2,,,,Children in formal childcare or education 
Austria,2018,Sheet 5 UNDER 3 AROPE,13.6,,,,Children in formal childcare or education 
Austria,2019,Sheet 5 UNDER 3 AROPE,19.8,,,,Children in formal childcare or education 
Austria,2020,Sheet 5 UNDER 3 AROPE,13.3,,,,Children in formal childcare or education 
Austria,2021,Sheet 5 UNDER 3 AROPE,27,,,,Children in formal childcare or education 
Austria,2022,Sheet 5 UNDER 3 AROPE,29.3,,,,Children in formal childcare or education 
Austria,2023,Sheet 5 UNDER 3 AROPE,17.9,,,,Children in formal childcare or education 
Austria,2024,Sheet 5 UNDER 3 AROPE,21.1,,,,Children in formal childcare or education 
Belgium,2015,Sheet 5 UNDER 3 AROPE,26.5,,,,Children in formal childcare or education 
Belgium,2016,Sheet 5 UNDER 3 AROPE,33.8,,,,Children in formal childcare or education 
Belgium,2017,Sheet 5 UNDER 3 AROPE,30.1,,,,Children in formal childcare or education 
Belgium,2018,Sheet 5 UNDER 3 AROPE,25.2,,,,Children in formal childcare or education 
Belgium,2019,Sheet 5 UNDER 3 AROPE,34.3,,b,,Children in formal childcare or education 
Belgium,2020,Sheet 5 UNDER 3 AROPE,16.6,,,,Children in formal childcare or education 
Belgium,2021,Sheet 5 UNDER 3 AROPE,29.9,,,,Children in formal childcare or education 
Belgium,2022,Sheet 5 UNDER 3 AROPE,20.6,,,,Children in formal childcare or education 
Belgium,2023,Sheet 5 UNDER 3 AROPE,42.5,,,,Children in formal childcare or education 
Belgium,2024,Sheet 5 UNDER 3 AROPE,20.1,,,,Children in formal childcare or education 
Bulgaria,2015,Sheet 5 UNDER 3 AROPE,7.6,,,,Children in formal childcare or education 
Bulgaria,2016,Sheet 5 UNDER 3 AROPE,11.1,,,,Children in formal childcare or education 
Bulgaria,2017,Sheet 5 UNDER 3 AROPE,6.7,,,,Children in formal childcare or education 
Bulgaria,2018,Sheet 5 UNDER 3 AROPE,11,,,,Children in formal childcare or education 
Bulgaria,2019,Sheet 5 UNDER 3 AROPE,16.3,,,,Children in formal childcare or education 
Bulgaria,2020,Sheet 5 UNDER 3 AROPE,4.8,,,,Children in formal childcare or education 
Bulgaria,2021,Sheet 5 UNDER 3 AROPE,23.6,,,,Children in formal childcare or education 
Bulgaria,2022,Sheet 5 UNDER 3 AROPE,21.7,,,,Children in formal childcare or education 
Bulgaria,2023,Sheet 5 UNDER 3 AROPE,12.9,,,,Children in formal childcare or education 
Bulgaria,2024,Sheet 5 UNDER 3 AROPE,15.1,,,,Children in formal childcare or education 
Croatia,2015,Sheet 5 UNDER 3 AROPE,6.1,,,,Children in formal childcare or education 
Croatia,2016,Sheet 5 UNDER 3 AROPE,8.7,,,,Children in formal childcare or education 
Croatia,2017,Sheet 5 UNDER 3 AROPE,3.9,,,,Children in formal childcare or education 
Croatia,2018,Sheet 5 UNDER 3 AROPE,2.6,,,,Children in formal childcare or education 
Croatia,2019,Sheet 5 UNDER 3 AROPE,3.9,,u,,Children in formal childcare or education 
Croatia,2020,Sheet 5 UNDER 3 AROPE,20,,u,,Children in formal childcare or education 
Croatia,2021,Sheet 5 UNDER 3 AROPE,0,,u,,Children in formal childcare or education 
Croatia,2022,Sheet 5 UNDER 3 AROPE,32.9,,u,,Children in formal childcare or education 
Croatia,2023,Sheet 5 UNDER 3 AROPE,12.1,,u,,Children in formal childcare or education 
Croatia,2024,Sheet 5 UNDER 3 AROPE,8.2,,,,Children in formal childcare or education 
Cyprus,2015,Sheet 5 UNDER 3 AROPE,14.5,,,,Children in formal childcare or education 
Cyprus,2016,Sheet 5 UNDER 3 AROPE,12.1,,,,Children in formal childcare or education 
Cyprus,2017,Sheet 5 UNDER 3 AROPE,10.7,,,,Children in formal childcare or education 
Cyprus,2018,Sheet 5 UNDER 3 AROPE,20.1,,,,Children in formal childcare or education 
Cyprus,2019,Sheet 5 UNDER 3 AROPE,6.8,,u,,Children in formal childcare or education 
Cyprus,2020,Sheet 5 UNDER 3 AROPE,3.2,,u,,Children in formal childcare or education 
Cyprus,2021,Sheet 5 UNDER 3 AROPE,15.3,,u,,Children in formal childcare or education 
Cyprus,2022,Sheet 5 UNDER 3 AROPE,8.3,,u,,Children in formal childcare or education 
