Country,Year,Breakdown,Value,Column,Flag,Column1,ID
Czechia,2019,Sheet 1 ALL CHILDREN UNDER 3,6.3,,,,Children in formal childcare or education 
Czechia,2020,Sheet 1 ALL CHILDREN UNDER 3,4.8,,,,Children in formal childcare or education 
Czechia,2021,Sheet 1 ALL CHILDREN UNDER 3,4.9,,,,Children in formal childcare or education 
Czechia,2022,Sheet 1 ALL CHILDREN UNDER 3,6.8,,,,Children in formal childcare or education 
Czechia,2023,Sheet 1 ALL CHILDREN UNDER 3,4.5,,,,Children in formal childcare or education 
Czechia,2024,Sheet 1 ALL CHILDREN UNDER 3,7.2,,,,Children in formal childcare or education 
Denmark,2015,Sheet 1 ALL CHILDREN UNDER 3,77.2,,,,Children in formal childcare or education 
Denmark,2016,Sheet 1 ALL CHILDREN UNDER 3,70,,,,Children in formal childcare or education 
Denmark,2017,Sheet 1 ALL CHILDREN UNDER 3,71.7,,,,Children in formal childcare or education 
Denmark,2018,Sheet 1 ALL CHILDREN UNDER 3,63.2,,,,Children in formal childcare or education 
Denmark,2019,Sheet 1 ALL CHILDREN UNDER 3,66.1,,,,Children in formal childcare or education 
Denmark,2020,Sheet 1 ALL CHILDREN UNDER 3,67.7,,,,Children in formal childcare or education 
Denmark,2021,Sheet 1 ALL CHILDREN UNDER 3,69.2,,,,Children in formal childcare or education 
Denmark,2022,Sheet 1 ALL CHILDREN UNDER 3,74.7,,,,Children in formal childcare or education 
Denmark,2023,Sheet 1 ALL CHILDREN UNDER 3,69.8,,b,,Children in formal childcare or education 
Denmark,2024,Sheet 1 ALL CHILDREN UNDER 3,62.9,,,,Children in formal childcare or education 
EU27,2015,Sheet 1 ALL CHILDREN UNDER 3,29.9,,,,Children in formal childcare or education 
EU27,2016,Sheet 1 ALL CHILDREN UNDER 3,33.4,,,,Children in formal childcare or education 
EU27,2017,Sheet 1 ALL CHILDREN UNDER 3,34.2,,,,Children in formal childcare or education 
EU27,2018,Sheet 1 ALL CHILDREN UNDER 3,34.5,,,,Children in formal childcare or education 
EU27,2019,Sheet 1 ALL CHILDREN UNDER 3,35,,,,Children in formal childcare or education 
EU27,2020,Sheet 1 ALL CHILDREN UNDER 3,32.8,,,,Children in formal childcare or education 
EU27,2021,Sheet 1 ALL CHILDREN UNDER 3,37.8,,,,Children in formal childcare or education 
EU27,2022,Sheet 1 ALL CHILDREN UNDER 3,35.9,,,,Children in formal childcare or education 
EU27,2023,Sheet 1 ALL CHILDREN UNDER 3,37.4,,,,Children in formal childcare or education 
EU27,2024,Sheet 1 ALL CHILDREN UNDER 3,39.3,,,,Children in formal childcare or education 
Estonia,2015,Sheet 1 ALL CHILDREN UNDER 3,21.4,,,,Children in formal childcare or education 
Estonia,2016,Sheet 1 ALL CHILDREN UNDER 3,30.2,,,,Children in formal childcare or education 
Estonia,2017,Sheet 1 ALL CHILDREN UNDER 3,27.1,,,,Children in formal childcare or education 
Estonia,2018,Sheet 1 ALL CHILDREN UNDER 3,28.4,,,,Children in formal childcare or education 
Estonia,2019,Sheet 1 ALL CHILDREN UNDER 3,31.8,,,,Children in formal childcare or education 
Estonia,2020,Sheet 1 ALL CHILDREN UNDER 3,26.7,,,,Children in formal childcare or education 
Estonia,2021,Sheet 1 ALL CHILDREN UNDER 3,25.7,,,,Children in formal childcare or education 
Estonia,2022,Sheet 1 ALL CHILDREN UNDER 3,33.7,,,,Children in formal childcare or education 
Estonia,2023,Sheet 1 ALL CHILDREN UNDER 3,37.8,,,,Children in formal childcare or education 
Estonia,2024,Sheet 1 ALL CHILDREN UNDER 3,36.8,,,,Children in formal childcare or education 
Finland,2015,Sheet 1 ALL CHILDREN UNDER 3,30.3,,,,Children in formal childcare or education 
Finland,2016,Sheet 1 ALL CHILDREN UNDER 3,29.6,,,,Children in formal childcare or education 
Finland,2017,Sheet 1 ALL CHILDREN UNDER 3,30.3,,,,Children in formal childcare or education 
Finland,2018,Sheet 1 ALL CHILDREN UNDER 3,36,,,,Children in formal childcare or education 
Finland,2019,Sheet 1 ALL CHILDREN UNDER 3,34.6,,,,Children in formal childcare or education 
Finland,2020,Sheet 1 ALL CHILDREN UNDER 3,35.8,,,,Children in formal childcare or education 
Finland,2021,Sheet 1 ALL CHILDREN UNDER 3,39.1,,,,Children in formal childcare or education 
Finland,2022,Sheet 1 ALL CHILDREN UNDER 3,40,,,,Children in formal childcare or education 
Finland,2023,Sheet 1 ALL CHILDREN UNDER 3,43.9,,,,Children in formal childcare or education 
Finland,2024,Sheet 1 ALL CHILDREN UNDER 3,48.2,,,,Children in formal childcare or education 
France,2015,Sheet 1 ALL CHILDREN UNDER 3,41.7,,,,Children in formal childcare or education 
France,2016,Sheet 1 ALL CHILDREN UNDER 3,48.9,,,,Children in formal childcare or education 
France,2017,Sheet 1 ALL CHILDREN UNDER 3,50.5,,,,Children in formal childcare or education 
France,2018,Sheet 1 ALL CHILDREN UNDER 3,50.1,,,,Children in formal childcare or education 
France,2019,Sheet 1 ALL CHILDREN UNDER 3,50.8,,,,Children in formal childcare or education 
France,2020,Sheet 1 ALL CHILDREN UNDER 3,57.2,,b,,Children in formal childcare or education 
France,2021,Sheet 1 ALL CHILDREN UNDER 3,57.1,,,,Children in formal childcare or education 
France,2022,Sheet 1 ALL CHILDREN UNDER 3,56.3,,,,Children in formal childcare or education 
France,2023,Sheet 1 ALL CHILDREN UNDER 3,57.4,,,,Children in formal childcare or education 
France,2024,Sheet 1 ALL CHILDREN UNDER 3,59.4,,,,Children in formal childcare or education 
Germany,2015,Sheet 1 ALL CHILDREN UNDER 3,25.9,,,,Children in formal childcare or education 
Germany,2016,Sheet 1 ALL CHILDREN UNDER 3,31.7,,,,Children in formal childcare or education 
Germany,2017,Sheet 1 ALL CHILDREN UNDER 3,30.2,,,,Children in formal childcare or education 
Germany,2018,Sheet 1 ALL CHILDREN UNDER 3,29.8,,,,Children in formal childcare or education 
Germany,2019,Sheet 1 ALL CHILDREN UNDER 3,31.4,,,,Children in formal childcare or education 
Germany,2020,Sheet 1 ALL CHILDREN UNDER 3,16.4,,b,,Children in formal childcare or education 
Germany,2021,Sheet 1 ALL CHILDREN UNDER 3,31.4,,,,Children in formal childcare or education 
Germany,2022,Sheet 1 ALL CHILDREN UNDER 3,24.6,,,,Children in formal childcare or education 
Germany,2023,Sheet 1 ALL CHILDREN UNDER 3,23.3,,,,Children in formal childcare or education 
Germany,2024,Sheet 1 ALL CHILDREN UNDER 3,25.1,,,,Children in formal childcare or education 
Greece,2015,Sheet 1 ALL CHILDREN UNDER 3,11.4,,,,Children in formal childcare or education 
Greece,2016,Sheet 1 ALL CHILDREN UNDER 3,8.9,,,,Children in formal childcare or education 
Greece,2017,Sheet 1 ALL CHILDREN UNDER 3,20.5,,,,Children in formal childcare or education 
Greece,2018,Sheet 1 ALL CHILDREN UNDER 3,40.8,,,,Children in formal childcare or education 
Greece,2019,Sheet 1 ALL CHILDREN UNDER 3,32.4,,,,Children in formal childcare or education 
Greece,2020,Sheet 1 ALL CHILDREN UNDER 3,21.5,,,,Children in formal childcare or education 
Greece,2021,Sheet 1 ALL CHILDREN UNDER 3,32.3,,,,Children in formal childcare or education 
Greece,2022,Sheet 1 ALL CHILDREN UNDER 3,29.2,,,,Children in formal childcare or education 
Greece,2023,Sheet 1 ALL CHILDREN UNDER 3,29.5,,,,Children in formal childcare or education 
Greece,2024,Sheet 1 ALL CHILDREN UNDER 3,28.8,,,,Children in formal childcare or education 
Hungary,2015,Sheet 1 ALL CHILDREN UNDER 3,15.4,,,,Children in formal childcare or education 
Hungary,2016,Sheet 1 ALL CHILDREN UNDER 3,15.6,,,,Children in formal childcare or education 
Hungary,2017,Sheet 1 ALL CHILDREN UNDER 3,13.8,,,,Children in formal childcare or education 
Hungary,2018,Sheet 1 ALL CHILDREN UNDER 3,16.5,,,,Children in formal childcare or education 
Hungary,2019,Sheet 1 ALL CHILDREN UNDER 3,16.9,,,,Children in formal childcare or education 
Hungary,2020,Sheet 1 ALL CHILDREN UNDER 3,10.5,,,,Children in formal childcare or education 
Hungary,2021,Sheet 1 ALL CHILDREN UNDER 3,13.8,,,,Children in formal childcare or education 
Hungary,2022,Sheet 1 ALL CHILDREN UNDER 3,12.9,,,,Children in formal childcare or education 
Hungary,2023,Sheet 1 ALL CHILDREN UNDER 3,20.3,,,,Children in formal childcare or education 
Hungary,2024,Sheet 1 ALL CHILDREN UNDER 3,16.4,,,,Children in formal childcare or education 
Ireland,2015,Sheet 1 ALL CHILDREN UNDER 3,24.2,,,,Children in formal childcare or education 
Ireland,2016,Sheet 1 ALL CHILDREN UNDER 3,20.9,,,,Children in formal childcare or education 
Ireland,2017,Sheet 1 ALL CHILDREN UNDER 3,23.5,,,,Children in formal childcare or education 
Ireland,2018,Sheet 1 ALL CHILDREN UNDER 3,31,,,,Children in formal childcare or education 
Ireland,2019,Sheet 1 ALL CHILDREN UNDER 3,32,,b,,Children in formal childcare or education 
Ireland,2020,Sheet 1 ALL CHILDREN UNDER 3,17.9,,b,,Children in formal childcare or education 
Ireland,2021,Sheet 1 ALL CHILDREN UNDER 3,14.7,,,,Children in formal childcare or education 
Ireland,2022,Sheet 1 ALL CHILDREN UNDER 3,18.2,,,,Children in formal childcare or education 
Ireland,2023,Sheet 1 ALL CHILDREN UNDER 3,22.1,,,,Children in formal childcare or education 
Ireland,2024,Sheet 1 ALL CHILDREN UNDER 3,24.4,,,,Children in formal childcare or education 
Italy,2015,Sheet 1 ALL CHILDREN UNDER 3,27.3,,,,Children in formal childcare or education 
Italy,2016,Sheet 1 ALL CHILDREN UNDER 3,34.4,,,,Children in formal childcare or education 
Italy,2017,Sheet 1 ALL CHILDREN UNDER 3,28.6,,,,Children in formal childcare or education 
Italy,2018,Sheet 1 ALL CHILDREN UNDER 3,25.7,,,,Children in formal childcare or education 
Italy,2019,Sheet 1 ALL CHILDREN UNDER 3,26.3,,,,Children in formal childcare or education 
Italy,2020,Sheet 1 ALL CHILDREN UNDER 3,,,,,Children in formal childcare or education 
Italy,2021,Sheet 1 ALL CHILDREN UNDER 3,33.3,,,,Children in formal childcare or education 
Italy,2022,Sheet 1 ALL CHILDREN UNDER 3,30.9,,,,Children in formal childcare or education 
Italy,2023,Sheet 1 ALL CHILDREN UNDER 3,34.5,,,,Children in formal childcare or education 
Italy,2024,Sheet 1 ALL CHILDREN UNDER 3,39.4,,,,Children in formal childcare or education 
Latvia,2015,Sheet 1 ALL CHILDREN UNDER 3,20,,,,Children in formal childcare or education 
Latvia,2016,Sheet 1 ALL CHILDREN UNDER 3,25.9,,,,Children in formal childcare or education 
Latvia,2017,Sheet 1 ALL CHILDREN UNDER 3,26.7,,,,Children in formal childcare or education 
Latvia,2018,Sheet 1 ALL CHILDREN UNDER 3,24.6,,,,Children in formal childcare or education 
Latvia,2019,Sheet 1 ALL CHILDREN UNDER 3,25.6,,,,Children in formal childcare or education 
Latvia,2020,Sheet 1 ALL CHILDREN UNDER 3,24.2,,,,Children in formal childcare or education 
Latvia,2021,Sheet 1 ALL CHILDREN UNDER 3,29.2,,,,Children in formal childcare or education 
Latvia,2022,Sheet 1 ALL CHILDREN UNDER 3,32.7,,,,Children in formal childcare or education 
Latvia,2023,Sheet 1 ALL CHILDREN UNDER 3,34.9,,,,Children in formal childcare or education 
Latvia,2024,Sheet 1 ALL CHILDREN UNDER 3,24.9,,,,Children in formal childcare or education 
Lithuania,2015,Sheet 1 ALL CHILDREN UNDER 3,9.7,,,,Children in formal childcare or education 
Lithuania,2016,Sheet 1 ALL CHILDREN UNDER 3,15.2,,,,Children in formal childcare or education 
Lithuania,2017,Sheet 1 ALL CHILDREN UNDER 3,20.4,,,,Children in formal childcare or education 
Lithuania,2018,Sheet 1 ALL CHILDREN UNDER 3,20.8,,,,Children in formal childcare or education 
Lithuania,2019,Sheet 1 ALL CHILDREN UNDER 3,26.6,,,,Children in formal childcare or education 
Lithuania,2020,Sheet 1 ALL CHILDREN UNDER 3,16.3,,,,Children in formal childcare or education 
Lithuania,2021,Sheet 1 ALL CHILDREN UNDER 3,21.4,,,,Children in formal childcare or education 
Lithuania,2022,Sheet 1 ALL CHILDREN UNDER 3,22.8,,,,Children in formal childcare or education 
Lithuania,2023,Sheet 1 ALL CHILDREN UNDER 3,19.8,,,,Children in formal childcare or education 
Lithuania,2024,Sheet 1 ALL CHILDREN UNDER 3,36.9,,p,,Children in formal childcare or education 
Luxembourg,2015,Sheet 1 ALL CHILDREN UNDER 3,51.9,,,,Children in formal childcare or education 
Luxembourg,2016,Sheet 1 ALL CHILDREN UNDER 3,50.9,,,,Children in formal childcare or education 
Luxembourg,2017,Sheet 1 ALL CHILDREN UNDER 3,60.9,,,,Children in formal childcare or education 
Luxembourg,2018,Sheet 1 ALL CHILDREN UNDER 3,60.6,,,,Children in formal childcare or education 
Luxembourg,2019,Sheet 1 ALL CHILDREN UNDER 3,60,,,,Children in formal childcare or education 
Luxembourg,2020,Sheet 1 ALL CHILDREN UNDER 3,63.2,,b,,Children in formal childcare or education 
Luxembourg,2021,Sheet 1 ALL CHILDREN UNDER 3,61.9,,,,Children in formal childcare or education 
Luxembourg,2022,Sheet 1 ALL CHILDREN UNDER 3,54.7,,,,Children in formal childcare or education 
Luxembourg,2023,Sheet 1 ALL CHILDREN UNDER 3,60,,,,Children in formal childcare or education 
Luxembourg,2024,Sheet 1 ALL CHILDREN UNDER 3,56.6,,,,Children in formal childcare or education 
Malta,2015,Sheet 1 ALL CHILDREN UNDER 3,19,,,,Children in formal childcare or education 
Malta,2016,Sheet 1 ALL CHILDREN UNDER 3,31.4,,,,Children in formal childcare or education 
Malta,2017,Sheet 1 ALL CHILDREN UNDER 3,36.7,,,,Children in formal childcare or education 
Malta,2018,Sheet 1 ALL CHILDREN UNDER 3,32.1,,,,Children in formal childcare or education 
Malta,2019,Sheet 1 ALL CHILDREN UNDER 3,38.3,,,,Children in formal childcare or education 
Malta,2020,Sheet 1 ALL CHILDREN UNDER 3,29.8,,,,Children in formal childcare or education 
Malta,2021,Sheet 1 ALL CHILDREN UNDER 3,24,,,,Children in formal childcare or education 
Malta,2022,Sheet 1 ALL CHILDREN UNDER 3,43.1,,,,Children in formal childcare or education 
Malta,2023,Sheet 1 ALL CHILDREN UNDER 3,51.1,,,,Children in formal childcare or education 
Malta,2024,Sheet 1 ALL CHILDREN UNDER 3,44.1,,,,Children in formal childcare or education 
Netherlands,2015,Sheet 1 ALL CHILDREN UNDER 3,46.3,,,,Children in formal childcare or education 
Netherlands,2016,Sheet 1 ALL CHILDREN UNDER 3,52.9,,,,Children in formal childcare or education 
Netherlands,2017,Sheet 1 ALL CHILDREN UNDER 3,61.6,,,,Children in formal childcare or education 
Netherlands,2018,Sheet 1 ALL CHILDREN UNDER 3,56.8,,,,Children in formal childcare or education 
Netherlands,2019,Sheet 1 ALL CHILDREN UNDER 3,64.8,,,,Children in formal childcare or education 
Netherlands,2020,Sheet 1 ALL CHILDREN UNDER 3,67.6,,,,Children in formal childcare or education 
Netherlands,2021,Sheet 1 ALL CHILDREN UNDER 3,74.1,,,,Children in formal childcare or education 
Netherlands,2022,Sheet 1 ALL CHILDREN UNDER 3,72.3,,,,Children in formal childcare or education 
Netherlands,2023,Sheet 1 ALL CHILDREN UNDER 3,71.6,,,,Children in formal childcare or education 
Netherlands,2024,Sheet 1 ALL CHILDREN UNDER 3,78.9,,,,Children in formal childcare or education 
Poland,2015,Sheet 1 ALL CHILDREN UNDER 3,5.3,,,,Children in formal childcare or education 
Poland,2016,Sheet 1 ALL CHILDREN UNDER 3,7.9,,,,Children in formal childcare or education 
Poland,2017,Sheet 1 ALL CHILDREN UNDER 3,11.7,,,,Children in formal childcare or education 
Poland,2018,Sheet 1 ALL CHILDREN UNDER 3,10.8,,,,Children in formal childcare or education 
Poland,2019,Sheet 1 ALL CHILDREN UNDER 3,10.1,,,,Children in formal childcare or education 
Poland,2020,Sheet 1 ALL CHILDREN UNDER 3,11.2,,,,Children in formal childcare or education 
Poland,2021,Sheet 1 ALL CHILDREN UNDER 3,17.2,,,,Children in formal childcare or education 
Poland,2022,Sheet 1 ALL CHILDREN UNDER 3,15.8,,,,Children in formal childcare or education 
Poland,2023,Sheet 1 ALL CHILDREN UNDER 3,12.6,,,,Children in formal childcare or education 
Poland,2024,Sheet 1 ALL CHILDREN UNDER 3,15.1,,,,Children in formal childcare or education 
Portugal,2015,Sheet 1 ALL CHILDREN UNDER 3,43,,,,Children in formal childcare or education 
Portugal,2016,Sheet 1 ALL CHILDREN UNDER 3,44.4,,,,Children in formal childcare or education 
Portugal,2017,Sheet 1 ALL CHILDREN UNDER 3,42.5,,,,Children in formal childcare or education 
Portugal,2018,Sheet 1 ALL CHILDREN UNDER 3,46.9,,,,Children in formal childcare or education 
Portugal,2019,Sheet 1 ALL CHILDREN UNDER 3,48.5,,,,Children in formal childcare or education 
Portugal,2020,Sheet 1 ALL CHILDREN UNDER 3,43.4,,,,Children in formal childcare or education 
Portugal,2021,Sheet 1 ALL CHILDREN UNDER 3,43.3,,,,Children in formal childcare or education 
Portugal,2022,Sheet 1 ALL CHILDREN UNDER 3,47.2,,,,Children in formal childcare or education 
Portugal,2023,Sheet 1 ALL CHILDREN UNDER 3,55.5,,,,Children in formal childcare or education 
Portugal,2024,Sheet 1 ALL CHILDREN UNDER 3,59.5,,,,Children in formal childcare or education 
Romania,2015,Sheet 1 ALL CHILDREN UNDER 3,9.4,,,,Children in formal childcare or education 
Romania,2016,Sheet 1 ALL CHILDREN UNDER 3,17.4,,,,Children in formal childcare or education 
Romania,2017,Sheet 1 ALL CHILDREN UNDER 3,15.9,,,,Children in formal childcare or education 
Romania,2018,Sheet 1 ALL CHILDREN UNDER 3,13.2,,,,Children in formal childcare or education 
Romania,2019,Sheet 1 ALL CHILDREN UNDER 3,14.1,,,,Children in formal childcare or education 
Romania,2020,Sheet 1 ALL CHILDREN UNDER 3,6.8,,,,Children in formal childcare or education 
Romania,2021,Sheet 1 ALL CHILDREN UNDER 3,9.4,,,,Children in formal childcare or education 
Romania,2022,Sheet 1 ALL CHILDREN UNDER 3,12.3,,,,Children in formal childcare or education 
Romania,2023,Sheet 1 ALL CHILDREN UNDER 3,12.3,,,,Children in formal childcare or education 
Romania,2024,Sheet 1 ALL CHILDREN UNDER 3,11.4,,,,Children in formal childcare or education 
Slovakia,2015,Sheet 1 ALL CHILDREN UNDER 3,1.1,,,,Children in formal childcare or education 
Slovakia,2016,Sheet 1 ALL CHILDREN UNDER 3,0.5,,,,Children in formal childcare or education 
Slovakia,2017,Sheet 1 ALL CHILDREN UNDER 3,0.5,,,,Children in formal childcare or education 
Slovakia,2018,Sheet 1 ALL CHILDREN UNDER 3,1.3,,,,Children in formal childcare or education 
Slovakia,2019,Sheet 1 ALL CHILDREN UNDER 3,6.1,,,,Children in formal childcare or education 
Slovakia,2020,Sheet 1 ALL CHILDREN UNDER 3,4.4,,,,Children in formal childcare or education 
Slovakia,2021,Sheet 1 ALL CHILDREN UNDER 3,2.3,,,,Children in formal childcare or education 
Slovakia,2022,Sheet 1 ALL CHILDREN UNDER 3,2.3,,,,Children in formal childcare or education 
Slovakia,2023,Sheet 1 ALL CHILDREN UNDER 3,1,,,,Children in formal childcare or education 
Slovakia,2024,Sheet 1 ALL CHILDREN UNDER 3,5.1,,,,Children in formal childcare or education 
Slovenia,2015,Sheet 1 ALL CHILDREN UNDER 3,37.5,,,,Children in formal childcare or education 
Slovenia,2016,Sheet 1 ALL CHILDREN UNDER 3,39.5,,,,Children in formal childcare or education 
Slovenia,2017,Sheet 1 ALL CHILDREN UNDER 3,44.9,,,,Children in formal childcare or education 
Slovenia,2018,Sheet 1 ALL CHILDREN UNDER 3,46.3,,,,Children in formal childcare or education 
Slovenia,2019,Sheet 1 ALL CHILDREN UNDER 3,46.9,,,,Children in formal childcare or education 
Slovenia,2020,Sheet 1 ALL CHILDREN UNDER 3,44.3,,,,Children in formal childcare or education 
Slovenia,2021,Sheet 1 ALL CHILDREN UNDER 3,47.5,,,,Children in formal childcare or education 
Slovenia,2022,Sheet 1 ALL CHILDREN UNDER 3,52.3,,,,Children in formal childcare or education 
Slovenia,2023,Sheet 1 ALL CHILDREN UNDER 3,56.6,,,,Children in formal childcare or education 
Slovenia,2024,Sheet 1 ALL CHILDREN UNDER 3,57.9,,,,Children in formal childcare or education 
Spain,2015,Sheet 1 ALL CHILDREN UNDER 3,39.8,,,,Children in formal childcare or education 
Spain,2016,Sheet 1 ALL CHILDREN UNDER 3,39.3,,,,Children in formal childcare or education 
Spain,2017,Sheet 1 ALL CHILDREN UNDER 3,45.8,,,,Children in formal childcare or education 
Spain,2018,Sheet 1 ALL CHILDREN UNDER 3,50.5,,,,Children in formal childcare or education 
Spain,2019,Sheet 1 ALL CHILDREN UNDER 3,57.4,,,,Children in formal childcare or education 
Spain,2020,Sheet 1 ALL CHILDREN UNDER 3,45.5,,,,Children in formal childcare or education 
Spain,2021,Sheet 1 ALL CHILDREN UNDER 3,55.3,,,,Children in formal childcare or education 
Spain,2022,Sheet 1 ALL CHILDREN UNDER 3,48.7,,,,Children in formal childcare or education 
Spain,2023,Sheet 1 ALL CHILDREN UNDER 3,55.8,,,,Children in formal childcare or education 
Spain,2024,Sheet 1 ALL CHILDREN UNDER 3,55,,,,Children in formal childcare or education 
Sweden,2015,Sheet 1 ALL CHILDREN UNDER 3,55,,,,Children in formal childcare or education 
Sweden,2016,Sheet 1 ALL CHILDREN UNDER 3,51,,,,Children in formal childcare or education 
Sweden,2017,Sheet 1 ALL CHILDREN UNDER 3,52.7,,,,Children in formal childcare or education 
Sweden,2018,Sheet 1 ALL CHILDREN UNDER 3,49.3,,,,Children in formal childcare or education 
Sweden,2019,Sheet 1 ALL CHILDREN UNDER 3,53.1,,,,Children in formal childcare or education 
Sweden,2020,Sheet 1 ALL CHILDREN UNDER 3,54.1,,,,Children in formal childcare or education 
Sweden,2021,Sheet 1 ALL CHILDREN UNDER 3,55.8,,,,Children in formal childcare or education 
Sweden,2022,Sheet 1 ALL CHILDREN UNDER 3,54.4,,,,Children in formal childcare or education 
Sweden,2023,Sheet 1 ALL CHILDREN UNDER 3,56.8,,,,Children in formal childcare or education 
Sweden,2024,Sheet 1 ALL CHILDREN UNDER 3,57.7,,,,Children in formal childcare or education 
Austria,2015,Sheet 2 ALL CHILDREN FROM AGE 3,88.5,,,,Children in formal childcare or education 
Austria,2016,Sheet 2 ALL CHILDREN FROM AGE 3,91.6,,,,Children in formal childcare or education 
Austria,2017,Sheet 2 ALL CHILDREN FROM AGE 3,88,,,,Children in formal childcare or education 
Austria,2018,Sheet 2 ALL CHILDREN FROM AGE 3,84.4,,,,Children in formal childcare or education 
Austria,2019,Sheet 2 ALL CHILDREN FROM AGE 3,87.2,,,,Children in formal childcare or education 
Austria,2020,Sheet 2 ALL CHILDREN FROM AGE 3,87.4,,,,Children in formal childcare or education 
Austria,2021,Sheet 2 ALL CHILDREN FROM AGE 3,89.4,,,,Children in formal childcare or education 
Austria,2022,Sheet 2 ALL CHILDREN FROM AGE 3,91.9,,,,Children in formal childcare or education 
Austria,2023,Sheet 2 ALL CHILDREN FROM AGE 3,90.3,,,,Children in formal childcare or education 
Austria,2024,Sheet 2 ALL CHILDREN FROM AGE 3,90,,,,Children in formal childcare or education 
Belgium,2015,Sheet 2 ALL CHILDREN FROM AGE 3,98.9,,,,Children in formal childcare or education 
Belgium,2016,Sheet 2 ALL CHILDREN FROM AGE 3,99.1,,,,Children in formal childcare or education 
Belgium,2017,Sheet 2 ALL CHILDREN FROM AGE 3,99.4,,,,Children in formal childcare or education 
Belgium,2018,Sheet 2 ALL CHILDREN FROM AGE 3,99,,,,Children in formal childcare or education 
Belgium,2019,Sheet 2 ALL CHILDREN FROM AGE 3,99.5,,b,,Children in formal childcare or education 
Belgium,2020,Sheet 2 ALL CHILDREN FROM AGE 3,97.6,,,,Children in formal childcare or education 
Belgium,2021,Sheet 2 ALL CHILDREN FROM AGE 3,97.8,,,,Children in formal childcare or education 
Belgium,2022,Sheet 2 ALL CHILDREN FROM AGE 3,98.4,,,,Children in formal childcare or education 
Belgium,2023,Sheet 2 ALL CHILDREN FROM AGE 3,98.7,,,,Children in formal childcare or education 
Belgium,2024,Sheet 2 ALL CHILDREN FROM AGE 3,98.9,,,,Children in formal childcare or education 
Bulgaria,2015,Sheet 2 ALL CHILDREN FROM AGE 3,75.1,,,,Children in formal childcare or education 
Bulgaria,2016,Sheet 2 ALL CHILDREN FROM AGE 3,78.2,,,,Children in formal childcare or education 
Bulgaria,2017,Sheet 2 ALL CHILDREN FROM AGE 3,69.4,,,,Children in formal childcare or education 
Bulgaria,2018,Sheet 2 ALL CHILDREN FROM AGE 3,71.6,,,,Children in formal childcare or education 
Bulgaria,2019,Sheet 2 ALL CHILDREN FROM AGE 3,85.3,,,,Children in formal childcare or education 
Bulgaria,2020,Sheet 2 ALL CHILDREN FROM AGE 3,91.5,,,,Children in formal childcare or education 
Bulgaria,2021,Sheet 2 ALL CHILDREN FROM AGE 3,90.8,,,,Children in formal childcare or education 
Bulgaria,2022,Sheet 2 ALL CHILDREN FROM AGE 3,92.7,,,,Children in formal childcare or education 
Bulgaria,2023,Sheet 2 ALL CHILDREN FROM AGE 3,95.1,,,,Children in formal childcare or education 
Bulgaria,2024,Sheet 2 ALL CHILDREN FROM AGE 3,91.9,,,,Children in formal childcare or education 
Croatia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,60.9,,,,Children in formal childcare or education 
Croatia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,61.5,,,,Children in formal childcare or education 
Croatia,2017,Sheet 2 ALL CHILDREN FROM AGE 3,64.3,,,,Children in formal childcare or education 
Croatia,2018,Sheet 2 ALL CHILDREN FROM AGE 3,61.7,,,,Children in formal childcare or education 
Croatia,2019,Sheet 2 ALL CHILDREN FROM AGE 3,64.8,,,,Children in formal childcare or education 
Croatia,2020,Sheet 2 ALL CHILDREN FROM AGE 3,67.6,,,,Children in formal childcare or education 
Croatia,2021,Sheet 2 ALL CHILDREN FROM AGE 3,72.3,,,,Children in formal childcare or education 
Croatia,2022,Sheet 2 ALL CHILDREN FROM AGE 3,76.4,,,,Children in formal childcare or education 
Croatia,2023,Sheet 2 ALL CHILDREN FROM AGE 3,82.4,,,,Children in formal childcare or education 
Croatia,2024,Sheet 2 ALL CHILDREN FROM AGE 3,85.2,,,,Children in formal childcare or education 
Cyprus,2015,Sheet 2 ALL CHILDREN FROM AGE 3,87.2,,,,Children in formal childcare or education 
Cyprus,2016,Sheet 2 ALL CHILDREN FROM AGE 3,85.4,,,,Children in formal childcare or education 
Cyprus,2017,Sheet 2 ALL CHILDREN FROM AGE 3,88.4,,,,Children in formal childcare or education 
Cyprus,2018,Sheet 2 ALL CHILDREN FROM AGE 3,91,,,,Children in formal childcare or education 
Cyprus,2019,Sheet 2 ALL CHILDREN FROM AGE 3,90.1,,,,Children in formal childcare or education 
Cyprus,2020,Sheet 2 ALL CHILDREN FROM AGE 3,86.6,,,,Children in formal childcare or education 
Cyprus,2021,Sheet 2 ALL CHILDREN FROM AGE 3,87.9,,,,Children in formal childcare or education 
Cyprus,2022,Sheet 2 ALL CHILDREN FROM AGE 3,81.4,,,,Children in formal childcare or education 
Cyprus,2023,Sheet 2 ALL CHILDREN FROM AGE 3,86.6,,,,Children in formal childcare or education 
Cyprus,2024,Sheet 2 ALL CHILDREN FROM AGE 3,88.9,,,,Children in formal childcare or education 
Czechia,2015,Sheet 2 ALL CHILDREN FROM AGE 3,82.9,,,,Children in formal childcare or education 
Czechia,2016,Sheet 2 ALL CHILDREN FROM AGE 3,84.8,,,,Children in formal childcare or education 
